0.06839629	0.01709907	0.0940449	0.01709907	0.02564861	0.02564861	0.00854954	0.06839629	0.08549537	0.03419815	0.02564861	0.04274768	0.02564861	0.05129722	0.05984676	0.08549537	0.15107754	0.11366232
0.08713614	0.02904538	0.037759	0.04356807	0.04066353	0.0232363	0.02033177	0.037759	0.037759	0.03485446	0.03194992	0.04066353	0.02904538	0.03485446	0.05518622	0.09584976	0.17329914	0.14703895
0.06160573	0.03080286	0.06160573	0.04620429	0.07700716	0.02310215	0.01540143	0.03080286	0.04620429	0.04620429	0.01540143	0.05390501	0.01540143	0.03850358	0.07700716	0.03080286	0.19507699	0.13496075
0.09743965	0.02435991	0.02435991	0.04871982	0.04871982	0.04059985	0.0	0.05683979	0.03247988	0.05683979	0.03247988	0.03247988	0.01623994	0.02435991	0.09743965	0.05683979	0.15390731	0.15589519
0.08156458	0.01631292	0.04893875	0.04893875	0.00815646	0.01631292	0.00815646	0.04893875	0.03262583	0.01631292	0.03262583	0.07340812	0.07340812	0.04078229	0.05709521	0.08156458	0.16078071	0.15407679
0.08672323	0.02601697	0.05203394	0.04336162	0.06070626	0.00867232	0.0	0.05203394	0.01734465	0.06070626	0.00867232	0.06070626	0.04336162	0.02601697	0.08672323	0.06070626	0.16617331	0.14004083
0.07582625	0.01685028	0.03370055	0.06740111	0.03370055	0.00842514	0.00842514	0.02527542	0.03370055	0.00842514	0.03370055	0.05897597	0.05897597	0.04212569	0.05897597	0.15165249	0.15964848	0.12421476
0.05354802	0.02677401	0.08032203	0.0	0.01784934	0.02677401	0.0	0.09817137	0.08032203	0.03569868	0.03569868	0.04462335	0.01784934	0.05354802	0.08032203	0.08032203	0.14825555	0.11992153
0.03231358	0.04039197	0.05654876	0.03231358	0.04039197	0.02423518	0.0	0.08078395	0.03231358	0.04847037	0.04039197	0.05654876	0.05654876	0.03231358	0.08078395	0.00807839	0.18329197	0.15427965
0.02053542	0.05476113	0.05476113	0.02053542	0.06160627	0.04107085	0.01369028	0.04791599	0.03422571	0.03422571	0.04107085	0.06160627	0.02738057	0.03422571	0.06845141	0.03422571	0.18469198	0.1650196
0.04801122	0.04200982	0.03600842	0.03600842	0.05401262	0.01200281	0.01800421	0.03600842	0.03600842	0.03000701	0.03600842	0.06601543	0.03000701	0.03600842	0.07801823	0.05401262	0.20692267	0.14492585
0.03405779	0.02554334	0.02554334	0.10217337	0.04257224	0.03405779	0.0	0.04257224	0.01702889	0.02554334	0.01702889	0.05960113	0.09365892	0.04257224	0.07663002	0.07663002	0.16866604	0.1161204
0.03827685	0.05103581	0.03827685	0.05103581	0.06379476	0.01913843	0.00637948	0.03189738	0.04465633	0.0255179	0.0255179	0.05741528	0.03827685	0.0255179	0.08293319	0.08293319	0.16656458	0.15083151
0.03951208	0.02370725	0.03160967	0.0474145	0.05531691	0.01580483	0.0	0.05531691	0.01580483	0.0474145	0.02370725	0.07902416	0.03160967	0.03160967	0.11853625	0.06321933	0.17942464	0.14096754
0.0416894	0.02501364	0.03335152	0.05836516	0.02501364	0.02501364	0.00833788	0.05002728	0.05002728	0.00833788	0.05002728	0.05002728	0.0416894	0.05002728	0.06670304	0.13340608	0.13696663	0.1459757
0.05794223	0.00827746	0.07449716	0.04138731	0.03310985	0.03310985	0.0	0.07449716	0.02483239	0.05794223	0.01655492	0.0662197	0.0662197	0.04138731	0.0662197	0.04966477	0.17279885	0.11533942
0.12006563	0.03245017	0.02271512	0.10059553	0.05841031	0.03245017	0.0	0.02596014	0.02596014	0.00649003	0.02920515	0.02596014	0.07463539	0.04218522	0.03569519	0.10384054	0.13841147	0.12496967
0.02216193	0.03693655	0.02954924	0.06648578	0.02954924	0.02216193	0.03693655	0.02216193	0.04432385	0.00738731	0.04432385	0.07387309	0.05909847	0.04432385	0.05909847	0.04432385	0.20488048	0.15242363
0.04896913	0.03264609	0.04080761	0.02448457	0.02448457	0.06529217	0.00816152	0.0734537	0.04080761	0.04080761	0.04080761	0.04896913	0.03264609	0.04080761	0.08161522	0.06529217	0.15744738	0.13250023
0.03395311	0.05092967	0.06790622	0.01697656	0.03395311	0.05092967	0.00848828	0.06790622	0.05941794	0.02546483	0.06790622	0.02546483	0.04244139	0.03395311	0.03395311	0.09337105	0.15013918	0.13684551
0.04168048	0.03473373	0.02084024	0.06946746	0.04862722	0.03473373	0.02778698	0.03473373	0.04168048	0.02778698	0.03473373	0.06252071	0.03473373	0.04862722	0.08336095	0.04168048	0.19697317	0.11529897
0.01920622	0.06402075	0.05761867	0.01920622	0.09603112	0.03841245	0.0	0.06402075	0.03201037	0.0512166	0.03201037	0.0512166	0.01280415	0.04481452	0.0768249	0.01920622	0.18535067	0.13602941
0.03509045	0.02105427	0.06316281	0.03509045	0.04912663	0.01403618	0.00701809	0.04912663	0.02105427	0.04912663	0.02105427	0.07719899	0.04912663	0.02807236	0.07719899	0.0701809	0.19076189	0.14251958
0.07006362	0.04670908	0.03113939	0.03892424	0.06227878	0.02335454	0.02335454	0.03113939	0.03892424	0.03113939	0.03113939	0.05449393	0.00778485	0.04670908	0.07006362	0.03113939	0.19043645	0.17120608
0.0307708	0.0307708	0.05384889	0.0307708	0.0307708	0.05384889	0.0076927	0.03846349	0.03846349	0.0230781	0.06923429	0.06923429	0.05384889	0.0230781	0.06154159	0.05384889	0.17784062	0.15289457
0.05321736	0.05321736	0.05321736	0.02280744	0.0760248	0.03040992	0.01520496	0.02280744	0.01520496	0.05321736	0.04561488	0.05321736	0.0380124	0.0	0.06081984	0.03040992	0.21875303	0.15784362
0.02805894	0.01870596	0.06547087	0.02805894	0.08417683	0.00935298	0.0	0.05611789	0.00935298	0.07482385	0.03741193	0.04676491	0.02805894	0.03741193	0.06547087	0.08417683	0.18177511	0.14481022
0.00694678	0.05557426	0.04862748	0.01389357	0.0416807	0.06252105	0.02084035	0.05557426	0.02778713	0.01389357	0.07641461	0.06252105	0.04862748	0.0416807	0.03473392	0.03473392	0.1966172	0.15733198
0.02935761	0.03669701	0.07339402	0.02201821	0.04403641	0.03669701	0.0	0.06605462	0.05871522	0.04403641	0.03669701	0.04403641	0.02201821	0.03669701	0.07339402	0.07339402	0.15807858	0.14467824
0.03992991	0.01597196	0.03992991	0.05590187	0.03992991	0.03992991	0.00798598	0.04791589	0.04791589	0.03194393	0.08784579	0.04791589	0.02395794	0.04791589	0.07985981	0.03992991	0.15548625	0.14973338
0.01619071	0.05666748	0.04857212	0.00809535	0.04047677	0.04857212	0.0	0.06476283	0.03238142	0.03238142	0.04857212	0.07285819	0.04857212	0.01619071	0.08095354	0.05666748	0.18020831	0.1478773
0.03707028	0.02780271	0.04633785	0.05560542	0.06487299	0.01853514	0.0	0.03707028	0.02780271	0.02780271	0.04633785	0.06487299	0.04633785	0.04633785	0.07414056	0.06487299	0.17030516	0.14389467
0.01514974	0.03787436	0.03787436	0.04544923	0.06817385	0.06059898	0.01514974	0.03787436	0.02272462	0.05302411	0.06059898	0.04544923	0.03029949	0.03029949	0.06817385	0.02272462	0.2029919	0.14556908
0.0476579	0.01906316	0.01906316	0.0476579	0.02859474	0.03812632	0.02859474	0.05718948	0.02859474	0.01906316	0.02859474	0.06672106	0.03812632	0.07625264	0.06672106	0.05718948	0.18266149	0.15012793
0.047584	0.023792	0.071376	0.047584	0.06344533	0.023792	0.00793067	0.01586133	0.03172267	0.047584	0.00793067	0.07930666	0.03965333	0.01586133	0.07930666	0.071376	0.17529635	0.150597
0.03237001	0.04046251	0.03237001	0.03237001	0.04855502	0.01618501	0.0080925	0.04855502	0.02427751	0.04046251	0.05664752	0.07283252	0.03237001	0.03237001	0.08901753	0.04855502	0.18486771	0.15963958
0.00848001	0.02544004	0.01696003	0.03392005	0.03392005	0.02544004	0.01696003	0.05088008	0.01696003	0.03392005	0.05936009	0.07632012	0.02544004	0.03392005	0.10176016	0.09328014	0.18618612	0.16085288
0.06774925	0.03763847	0.03763847	0.05269386	0.06022155	0.0	0.0	0.06774925	0.02258308	0.04516616	0.04516616	0.03763847	0.05269386	0.04516616	0.06774925	0.03763847	0.16869698	0.15381055
0.00807803	0.03231214	0.04846821	0.01615607	0.04039017	0.01615607	0.0242341	0.06462428	0.04039017	0.04039017	0.04846821	0.04846821	0.01615607	0.06462428	0.05654624	0.08885838	0.17558959	0.1700896
0.03316639	0.03316639	0.04145798	0.04145798	0.03316639	0.04974958	0.02487479	0.04145798	0.01658319	0.02487479	0.02487479	0.08291597	0.06633278	0.03316639	0.06633278	0.04145798	0.21320587	0.13175797
0.03964207	0.06342731	0.07135572	0.02378524	0.04757048	0.03171365	0.00792841	0.0554989	0.04757048	0.03171365	0.03171365	0.0554989	0.06342731	0.00792841	0.06342731	0.03171365	0.18525068	0.14083417
0.0147094	0.12502993	0.0	0.09561113	0.14709404	0.0	0.0073547	0.0	0.0073547	0.02206411	0.0	0.08090172	0.06619232	0.0	0.10296583	0.0147094	0.27263022	0.04338249
0.01790992	0.0447748	0.03581984	0.0447748	0.05372976	0.00895496	0.02686488	0.03581984	0.02686488	0.0447748	0.02686488	0.06268472	0.0447748	0.02686488	0.07163968	0.05372976	0.22285298	0.15029987
0.00910759	0.03643034	0.04553793	0.0637531	0.05464552	0.0	0.01821517	0.05464552	0.07286069	0.03643034	0.02732276	0.04553793	0.01821517	0.05464552	0.09107586	0.03643034	0.16214723	0.17299899
0.03067512	0.03067512	0.04601268	0.05368146	0.05368146	0.03067512	0.01533756	0.05368146	0.04601268	0.01533756	0.04601268	0.04601268	0.0383439	0.0766878	0.04601268	0.05368146	0.17077457	0.14670397
0.0170426	0.02556389	0.05112779	0.06817038	0.06817038	0.04260649	0.0085213	0.05112779	0.05112779	0.05112779	0.04260649	0.02556389	0.03408519	0.05112779	0.06817038	0.04260649	0.1520662	0.14918739
0.02231452	0.04462903	0.05950537	0.02231452	0.03719086	0.03719086	0.0	0.05950537	0.03719086	0.02231452	0.0520672	0.07438172	0.0520672	0.02975269	0.07438172	0.06694355	0.17977913	0.12847089
0.02601788	0.01734525	0.05203576	0.05203576	0.04336313	0.03469051	0.01734525	0.05203576	0.04336313	0.03469051	0.03469051	0.04336313	0.03469051	0.06070838	0.06070838	0.07805364	0.16699329	0.14786923
0.07121838	0.01780459	0.08012068	0.02670689	0.04451149	0.0	0.0	0.06231608	0.02670689	0.03560919	0.03560919	0.06231608	0.05341378	0.04451149	0.05341378	0.09792527	0.1535717	0.13424451
0.02744643	0.03659524	0.01829762	0.05489286	0.06404167	0.05489286	0.00914881	0.03659524	0.04574405	0.03659524	0.10978571	0.01829762	0.0	0.03659524	0.07319047	0.06404167	0.13279736	0.18104193
0.03906501	0.03906501	0.02343901	0.05469102	0.06250402	0.04687802	0.007813	0.03125201	0.03125201	0.03125201	0.05469102	0.05469102	0.02343901	0.02343901	0.08594303	0.07031703	0.16886673	0.15140202
0.03483105	0.03483105	0.03483105	0.03483105	0.05572968	0.02786484	0.0	0.05572968	0.02786484	0.04876347	0.05572968	0.05572968	0.02786484	0.02786484	0.09056073	0.0696621	0.17217097	0.14514042
0.06656714	0.02218905	0.05917079	0.04437809	0.03698174	0.0147927	0.0147927	0.04437809	0.02218905	0.05177444	0.0147927	0.05917079	0.06656714	0.0295854	0.05177444	0.05177444	0.19667517	0.15244613
0.01841502	0.02455335	0.03683003	0.04296837	0.01227668	0.0	0.03683003	0.04910671	0.04296837	0.03069169	0.05524505	0.05524505	0.05524505	0.04296837	0.04910671	0.06138338	0.21823728	0.16792888
0.0165803	0.04145074	0.05803104	0.02487045	0.06632119	0.02487045	0.00829015	0.07461134	0.00829015	0.06632119	0.0165803	0.05803104	0.04974089	0.04145074	0.07461134	0.02487045	0.20580108	0.1392772
