0.1506389	-0.00628448	0.09831921	-0.01843743	0.0008773	-0.033536	0.03037294	0.14964053	0.07233997	-0.1086812	-0.0832646	0.11709087
-0.03082168	-0.03404891	-0.01400987	0.1159459	0.08684093	-0.07439257	0.1820221	0.04642133	0.16248465	-0.07925394	-0.02561393	0.06608925
-0.02913527	-0.04844193	-0.01652424	0.13104982	-0.00568353	0.10027733	-0.04827669	-0.0064593	0.06384298	0.04296239	-0.03588334	-0.00072296
0.03835381	-0.16288024	-0.04118056	0.00046148	-0.03773537	-0.04612736	0.03898583	-0.14221005	0.03766594	0.03266495	-0.09934332	-0.00626207
0.09017602	-0.01511552	-0.03223197	-0.02299708	-0.07608418	0.00521394	0.00013002	-0.03142185	-0.05183839	0.08826705	0.0812654	-0.07505478
0.100654	0.21382743	0.11917006	-0.15783375	0.06438164	-0.03488161	0.06555105	-0.14040447	0.03193312	0.06276536	0.0146058	-0.03367791
0.02193835	0.07070598	-0.05125361	-0.07833659	-0.06957123	0.02749523	0.03123321	-0.0071515	0.04493385	-0.01963459	-0.01479237	0.06846453
0.08538431	-0.09269455	0.09672634	-0.02838244	-0.08586179	-0.01861047	-0.15764378	0.0327608	-0.05864921	0.00816217	-0.01087785	0.09354801
-0.03805387	-0.01525783	-0.05350107	-0.01087423	-0.18332119	0.12540426	0.07715146	-0.04763001	0.03820707	0.02541684	-0.0222723	0.04021833
0.0329258	0.07175378	0.06419129	-0.07402409	0.07914528	-0.02509477	-0.03820148	0.03191928	0.01272834	-0.02358559	0.01772209	-0.01332033
-0.0863455	0.02079183	0.01141887	-0.02301926	-0.06181639	0.13403573	0.0834489	0.10675211	0.15316305	-0.10473822	-0.04608138	-0.01549492
-0.14067526	-0.11106747	-0.18089597	0.12051982	-0.07687573	0.09687279	0.0424513	0.03106456	-0.01430482	-0.00097348	-0.12498834	0.11787493
-0.07177725	0.03868462	-0.00553711	-0.03518261	-0.05259898	0.12330127	-0.01398734	0.00668513	0.15516332	-0.01340318	-0.00860049	0.00065715
-0.08642782	0.09616895	-0.00647537	-0.00614878	0.16563838	-0.12877239	-0.00163935	-0.04794163	0.06832113	0.10023715	-0.06957711	0.07590571
0.00257063	-0.1308001	0.01121027	0.1200853	-0.04473335	0.00215436	0.01951707	0.09212187	-0.01396097	-0.06313358	-0.01613544	0.05230389
-0.01369804	-0.08385566	-0.00426785	0.08403725	-0.08320616	0.06851532	0.06922773	-0.04984393	-0.01817707	-0.02618153	-0.09196592	0.11548177
0.13842951	-0.01560497	0.15560494	0.02553234	0.03047208	-0.01768249	-0.07749891	0.08750059	-0.04514462	-0.12284302	-0.06564651	0.04600898
-0.1290983	-0.07703067	0.09748698	0.08645456	0.00081675	-0.00225463	-0.02447664	-0.06092623	0.03812459	-0.02440208	-0.24982959	0.27615257
-0.20884843	-0.19915926	-0.08757743	0.1394697	-0.14611942	0.07303275	-0.00536416	-0.11589507	0.02343304	0.02095091	-0.13147362	0.12705657
-0.06699491	0.03478106	-0.1127944	0.07814453	-0.09278566	0.07846134	-0.02828419	-0.03030474	0.00214592	0.0765753	-0.25895699	0.23862156
-0.04431616	-0.171532	0.0705903	0.18988695	-0.05376557	0.01421505	0.0654594	-0.08566036	0.13613053	-0.00630857	-0.02883881	-0.02267769
0.02945071	-0.06302437	0.15739587	0.02317039	-0.12399323	0.07105749	-0.04865372	-0.17905626	-0.10201041	0.04520469	-0.21522575	0.13916787
-0.07566616	-0.20014672	-0.0225604	0.11888137	-0.02616561	0.01451238	0.24374754	0.02926959	0.17258085	-0.04091424	-0.01480074	0.07044969
-0.03291861	-0.09272396	0.06084864	0.10750953	0.07205988	-0.01275619	0.00047929	-0.07945665	0.01332243	-0.01232999	-0.06446054	0.06741112
0.02275304	-0.04796599	0.08245355	0.04208283	-0.03879604	-0.02101902	0.08563884	0.02328157	0.03544723	-0.01383839	0.03805071	-0.00228637
-0.0240197	0.0395723	-0.04283003	-0.07037072	0.02019736	0.03580377	-0.04756076	0.03018035	0.04959414	-0.10098704	-0.00152822	-0.02029986
-0.03693937	-0.07703034	-0.10243273	0.12067586	-0.07271672	0.06594033	-0.06071846	0.05574013	-0.10939982	0.03342889	-0.0235129	-0.0525159
0.1143543	-0.10903162	0.09771581	0.11315671	-0.00851435	0.01911671	-0.05986534	0.02913996	-0.02837265	0.00827079	0.00375881	0.00270738
-0.12504501	-0.04053631	0.00898002	0.05825752	-0.1494255	0.08354509	0.22824416	0.15762084	0.23366713	-0.15851956	0.02138626	0.05998751
0.12634656	0.04631251	0.09104171	-0.06085066	-0.03874331	0.05445934	-0.14516755	0.09186878	-0.0624522	-0.0372248	-0.09427386	0.06267433
0.12607938	0.18588261	0.11043956	-0.14274892	0.02791369	-0.01718627	0.13185151	0.11551533	0.05364731	-0.1629141	0.02277905	0.03593102
-0.01128937	-0.00895726	0.09516837	0.05521023	-0.1296961	0.1334397	0.08364874	0.01194567	0.01520353	-0.04780926	0.05823093	-0.16614613
0.11714271	-0.02567744	0.07120062	0.04812569	0.1087862	-0.08910391	-0.16848754	-0.08409452	0.03446111	0.05011094	-0.04229399	0.16855024
0.05088165	0.05409239	-0.00971055	-0.06145338	-0.06076355	0.01307082	0.03126632	-0.09059528	-0.07406472	0.03820455	0.05585737	-0.12300781
-0.01554289	0.03414263	0.05968063	0.01916855	0.04831089	0.01732785	0.14660605	0.06873293	0.09720042	-0.15248996	0.15503018	-0.202046
0.03426733	0.0225839	-0.00116887	-0.00395511	0.07605354	-0.10788923	0.07687737	-0.08193541	0.08430591	0.04588609	-0.00058037	-0.02274765
0.09906372	0.01250035	0.07242608	-0.03346005	0.07889009	-0.03703754	-0.0379889	-0.11698166	-0.10314033	0.08605817	0.01174907	0.03185924
0.08572225	0.08036767	0.11634693	-0.04064304	0.03087602	0.00271961	-0.14299567	0.07336073	-0.11482935	-0.01433977	-0.04278036	0.05687245
-0.04735178	-0.02643262	-0.00455953	0.02608216	-0.05477774	0.09280412	-0.15253913	-0.19143596	-0.18280758	0.17214084	-0.10611962	0.15103122
-0.00725993	0.01449471	0.06255693	-0.01234293	0.10013163	-0.09860995	-0.08983683	0.0248717	-0.10054083	-0.02602091	-0.08629071	0.08458783
0.01151848	-0.16072871	0.07390007	0.09774995	-0.04892513	0.03241796	-0.02329139	-0.03567119	-0.02160179	-0.00989258	-0.0023987	0.0163956
0.02393851	0.19017092	0.1334597	-0.06264503	-0.10122122	0.17994622	0.08996469	0.15920328	0.08502918	-0.1653675	0.12219993	-0.11967047
-0.18192211	-0.01265699	-0.18396224	0.08746553	-0.04365297	0.09645665	-0.05864776	-0.1487876	-0.00567198	0.11125962	0.04778902	-0.04433595
-0.00791348	0.18198545	0.07859675	-0.17061219	-0.0332747	-0.11025522	-0.03767688	0.03759339	0.15019246	-0.10035734	-0.0923675	0.05051426
0.13366417	0.07215888	0.06491971	0.02917874	-0.02338419	0.00044546	-0.08974479	0.06064476	0.12599485	-0.15738642	-0.00147086	0.11562078
0.02432945	0.01257634	0.0987558	-0.03491562	0.02806922	0.00584341	0.00179534	-0.03458201	-0.03397436	-0.03921075	-0.00564931	0.00343052
0.18231714	-0.00624046	0.11596289	0.06194113	0.00148821	-0.03833627	-0.10273732	-0.06334237	-0.10793239	-0.0096438	-0.01766159	0.03682928
-0.00388296	-0.04928934	0.02047154	0.034027	0.09492773	-0.06013006	-0.07310293	-0.06872453	-0.15657007	0.08864288	-0.05522637	0.06756133
-0.05649885	-0.11803191	-0.11514559	0.09790228	-0.05767893	0.07193616	-0.11355769	-0.06802751	0.0016956	0.04821525	-0.02607669	0.01247245
0.01417684	0.06139164	0.03633643	-0.06526805	-0.00064977	-0.02732866	-0.03894733	-0.02911823	-0.00480234	-0.0038724	0.10735881	-0.01075414
-0.02340715	0.00636429	-0.02051826	0.01567066	-0.03146197	0.03958379	0.07395955	-0.16083392	0.01541044	0.11620945	-0.00808994	-0.00641184
-0.03168742	0.04807359	0.06808289	-0.03540067	-0.14466824	0.07675782	0.17775582	-0.10220006	0.08612423	0.09700956	-0.06452128	0.09602007
0.04442981	-0.02911413	0.05540359	0.00286635	-0.04374086	-0.0292013	0.01848357	-0.11197573	0.00554933	0.04722645	0.03289713	-0.04648901
