0.04934916	0.10180947	0.07248766	-0.09132053	-0.15709896	0.10482949	0.2786506	0.15003406	0.20493117	-0.13365499	0.10751926	0.01066264
-0.10512456	0.08373933	0.0790856	-0.14516229	0.00914577	0.00748894	0.22256872	-0.01230293	0.13918479	0.0591103	0.0288117	-0.01517539
0.10039937	0.21946561	0.21479886	-0.25932919	0.06425813	-0.00769798	-0.03686913	0.02675327	-0.005403	-0.01723611	0.10473255	5.65e-05
0.01979489	-0.21674664	-0.02234696	0.08170299	0.29805929	-0.19131592	0.05944852	0.06875698	0.12458999	0.02488186	-0.02306433	0.06808702
0.19822247	-0.13728691	0.13419135	0.09582154	0.09904381	-0.10852759	0.05918657	0.00383079	0.05457765	-0.03508916	-0.02883653	0.00601026
0.06920885	0.07970208	0.06153776	0.05513121	-0.03305771	0.05045003	0.07139321	0.00905929	0.06269807	-0.0285888	0.10215571	-0.02829115
0.08605285	0.02061959	0.0636168	-0.01272877	0.0782839	-0.11929743	-0.05214411	0.01152957	0.04400771	0.05670711	-0.00618176	0.00683213
-0.01216128	0.05256139	0.04775649	-0.11720637	-0.0233832	0.10748298	0.06093827	0.01234531	0.14628332	-0.04808204	-0.07462247	0.05596206
0.12927051	-0.24387041	-0.05325543	0.28572053	0.07006905	-0.13445921	0.35433226	0.0073609	0.32179122	0.049402	0.14556475	-0.1208237
-0.01511101	-0.13794419	-0.05635978	0.1881726	0.08241609	2.799e-05	-0.01310474	0.10819129	0.23293263	-0.00163546	-0.02854677	0.03723401
0.0594974	0.05491243	0.22464991	-0.00923147	-0.04403286	0.11287332	0.261092	-0.06869582	0.12824005	0.06044607	-0.02661769	-0.02508932
0.04385743	-0.05435072	0.05046231	0.08098119	-0.06100664	0.01285557	0.16114384	0.05639782	0.10487433	-0.06445726	-0.15591669	0.10956571
0.04075731	0.01418231	0.24349241	-0.04590144	0.01542914	0.03905335	0.13095937	0.12371386	0.12117439	-0.09236469	0.09391406	-0.08275799
0.02551617	-0.02312726	-0.03307355	0.01915859	-0.14661551	0.00763973	0.12072088	-0.08494765	0.07494269	0.01357787	0.10119911	-0.10125385
0.06456612	0.06918633	0.10864202	-0.08413184	0.00490453	-0.0858116	-0.10634152	-0.04218693	0.02172417	0.03902337	0.02626994	0.04346825
0.14323525	0.08485738	0.11766078	-0.10097161	-0.01398561	0.03574572	0.28793451	-0.02282175	0.22997765	0.03729622	0.00190812	-0.03348609
-0.01021053	-0.10808743	-0.00935816	0.02610428	-0.09316809	-0.00402692	0.04997912	-0.09742883	0.02496846	0.10696214	-0.09085667	0.07587862
0.04310134	0.11728629	0.02548196	-0.07795206	0.14873656	-0.12276572	0.2174366	0.15230901	0.21093567	-0.09981903	0.15307691	-0.07196109
0.10259216	0.04315296	0.04215289	0.04176699	0.04798947	-0.04906799	0.18189884	0.00450924	0.18747806	0.06671108	0.06359885	0.00411888
0.09303263	-0.03840886	0.06241468	0.03673983	0.08738575	-0.07669757	-0.02561246	-0.02090288	-0.0170274	-0.02024018	-0.02774459	-0.01035055
