class,fea18,fea13,fea7,fea12,fea25,fea24,fea10,fea11,fea23,fea17,fea16,fea15,fea8,fea2,fea9,fea4,fea5,fea19,fea21,fea20,fea3,fea22,fea26,fea14,fea1,fea6,27
1.0,0.46072623,0.00025209,0.00031512,0.00034663,0.03114556,0.46116904,0.00015756,0.00025209,3.556e-05,4.547e-05,0.001001,0.00063024,0.00012605,0.00025209,0.00028361,0.00028361,0.00034663,0.03054973,5.9e-07,0.00484915,0.00034663,0.00099749,0.00484759,0.00031512,0.00015756,9.454e-05,3.7e-07
1.0,0.46009606,0.00033493,0.00033493,0.0002512,0.03171661,0.45996835,0.00020933,0.00029307,0.00012373,0.00012256,0.00103117,0.0005024,0.00033493,0.00029307,0.0001256,0.0003768,0.00016747,0.03150166,6.2e-07,0.00488472,0.00033493,0.00102527,0.00488112,0.0003768,0.00033493,8.373e-05,9.2e-07
1.0,0.46015063,0.00035352,0.00028282,0.00017676,0.0317594,0.46027488,0.00010606,0.00028282,0.00012292,0.00017445,0.00101933,0.00049493,0.00042422,0.00028282,0.00021211,0.00035352,0.00014141,0.03113435,1.1e-06,0.00485686,0.00045958,0.00101682,0.00485667,0.00049493,0.00021211,0.00010606,1.49e-06
1.0,0.46050657,0.00017761,0.00029601,0.00035521,0.0312775,0.46156118,0.00011840000000000002,0.00041441,6.949e-05,0.00011614,0.00103146,0.00035521,0.00017761,0.00023681,0.00035521,0.00041441,5.920000000000001e-05,0.0299666,3.46e-06,0.00487865,0.00023681,0.00102839,0.00488032,0.00041441,0.00047362,0.00035521,3.28e-06
1.0,0.46050621,0.00024112,0.00024112,0.00024112,0.03156539,0.46046541,0.0001929,0.00028935,0.00010618,0.00011637,0.00101568,0.00014467,0.00033757,0.00038579,0.00014467,0.00048224,0.00024112,0.03087937,8.8e-07,0.00484787,0.00033757,0.00101671,0.00484938,0.00038579,0.00033757,0.0,1.03e-06
1.0,0.45920105,0.00040464,0.00036418,0.00032371,0.03282267,0.45881319,0.00016186,0.00040464,0.00010991,3.78e-05,0.0010692,0.0004451,0.00032371,0.00028325,0.00016186,0.00020232,0.00028325,0.03236421,7.2e-07,0.00493103,0.00032371,0.0010655,0.00493139,0.00040464,0.00020232,0.00020232,-3e-08
1.0,0.45982641,0.00041834,0.00046482,0.00013945,0.03209343,0.45998413,9.296e-05,0.00023241,0.00019892,0.00021201,0.00102649,0.00032538,0.00046482,0.00027889,0.00023241,0.00041834,0.00013945,0.03136226,9.3e-07,0.00483599,0.00046482,0.00102379,0.00483337,0.00060427,0.00023241,0.0,5.4e-07
1.0,0.46007421,0.00028754,0.00036969,0.00024646,0.03210629,0.46022907,0.00024646,0.00045185,0.00019377,0.00019157,0.00105142,4.108e-05,0.00020538,0.00020538,0.00024646,0.00045185,0.00028754,0.03087106,2.59e-06,0.00481417,0.00032862,0.00104899,0.00481369,0.00061615,0.00041077,8.215e-05,2.55e-06
1.0,0.45938635,0.00036195,0.0003167,0.00036195,0.03250875,0.45937461,0.0003167,0.00036195,0.00010919,9.266e-05,0.00102675,0.00058817,0.00018097,0.00022622,9.049e-05,0.00027146,0.00027146,0.03216189,2.8e-07,0.00485338,0.00045243,0.00101866,0.00485148,0.00040719,0.00018097,4.524e-05,1.17e-06
1.0,0.45790143,0.00046981,0.00037585,9.396e-05,0.03365403,0.45814353,0.00028189,0.00018793,0.00014006,0.00010085,0.00109987,0.00023491,0.00037585,0.00028189,0.00014094,0.00046981,0.00032887,0.03333497,7e-07,0.0049363,0.00023491,0.00109933,0.00493746,0.00023491,0.00042283,0.00018793,3.2e-07
1.0,0.4583266,0.00041585,0.00037426,4.158e-05,0.03369543,0.45857245,0.00029109,0.00033268,0.00015692,0.00012248,0.00110381,0.00020792,0.00020792,0.00024951,0.00041585,0.00049902,0.00024951,0.03243864,3.95e-06,0.0049085,0.00012475,0.0011036,0.00490747,0.00037426,0.00037426,0.00037426,2.67e-06
1.0,0.46159926,0.00027863,0.00055725,0.00027863,0.03023362,0.46202815,5.573e-05,0.00033435,6.074e-05,0.00011104,0.00098963,0.00039008,0.00027863,0.0004458,0.00033435,0.00033435,0.0,0.02951536,2.7e-07,0.00489571,0.00011145,0.0009892000000000002,0.00489709,0.0004458,0.00033435,0.0,-9.8e-07
1.0,0.45760096,0.00023203,0.00041765,0.00018562,0.03448614,0.45701385,0.00055687,0.00032484,9.719e-05,9.990000000000003e-05,0.00109046,0.00018562,0.00023203,0.00023203,0.00032484,0.00027844,0.00037125,0.03422491,1.7e-07,0.00485219,0.00018562,0.00108654,0.00485198,0.00051047,0.00023203,0.00013922,1.52e-06
1.0,0.45640319,0.00048151,0.00028891,4.815e-05,0.03470091,0.45762176,0.00033706,0.00038521,0.00023934,0.0002549,0.00108703,9.63e-05,0.00038521,4.815e-05,0.00033706,0.00028891,0.00014445,0.03439905,2.33e-06,0.00481774,0.00057781,0.00108188,0.00481586,0.00072227,4.815e-05,0.00028891,1.66e-06
1.0,0.45563757,0.00033738,0.00022492,0.00011246,0.03553555,0.45611125,0.0005623,0.00028115,6.104e-05,0.00010172,0.00110765,0.00044984,0.00039361,0.00028115,0.00028115,0.00016869,0.00028115,0.03592042,5.1e-07,0.00490488,0.00028115,0.00110207,0.0049058,0.00033738,5.623e-05,0.00028115,7.1e-07
1.0,0.45559133,0.00022181,0.00049907,0.0001109,0.03620287,0.45538636,0.00077633,0.00022181,0.00013772,0.00013641,0.00114543,5.545e-05,0.00022181,0.00022181,0.00022181,0.00033271,0.00077633,0.03603925,2.8e-07,0.00483825,5.545e-05,0.00113935,0.00483473,0.00044362,0.00033271,0.0,9.2e-07
1.0,0.45808567,0.0001958,0.00024475,0.00014685,0.03296983,0.4596411,0.0002937,0.0002937,7.911e-05,5.264e-05,0.00106387,0.00044056,0.00034265,0.00034265,0.00039161,0.00024475,0.00024475,0.03261216,1.93e-06,0.00489349,0.0001958,0.00105768,0.00489198,0.00039161,0.0001958,0.0002937,2.3e-07
1.0,0.46140766,0.00019439,0.00019439,0.00071277,0.03149226,0.46110715,6.48e-05,0.00045358,6.174e-05,8.038e-05,0.00096996,0.00038878,0.00012959,0.00019439,0.00012959,0.00032399,0.00012959,0.02972627,1.45e-06,0.00479189,0.00064797,0.00096987,0.00479108,0.00045358,0.00025919,6.48e-05,-3.2e-07
1.0,0.45970211,0.00015804,0.00047411,0.00015804,0.03204641,0.45995898,0.00026339,0.00026339,8.668e-05,6.431e-05,0.00103207,0.00047411,0.00036875,0.00026339,0.00036875,0.00015804,0.00021071,0.03172405,1.1e-06,0.00486052,0.00021071,0.0010275,0.00486026,0.00063214,0.00021071,0.00010536,3e-07
1.0,0.45527003,0.00040998,0.00052712,0.00023427,0.03577442,0.45691626,0.00040998,0.00017571,0.00011585,0.00012184,0.00114546,0.00011714,0.00023427,0.00035141,0.00040998,0.00035141,0.00040998,0.03498174,2.15e-06,0.00495134,0.00011714,0.00114206,0.00495048,0.00017571,0.00035141,0.00035141,1.45e-06
1.0,0.45941466,0.00042622,0.00031966,0.00026639,0.0319462,0.46000994,0.00021311,0.00021311,5.529e-05,7.519e-05,0.0010231,0.00058605,0.00021311,0.00015983,0.00021311,0.00031966,0.00021311,0.03207894,1.29e-06,0.00487356,0.00042622,0.00101714,0.00487021,0.00026639,0.00015983,0.00015983,-6.2e-07
1.0,0.46005558,0.0003523,0.00023486,0.0003523,0.03210134,0.45990381,0.00023486,0.00041101,0.00010283,0.00011805,0.00102872,0.00058716,0.00029358,0.00029358,0.00011743,0.00029358,0.00017615,0.03126113,1.17e-06,0.004880399999999999,0.00041101,0.0010269,0.00488091,0.0003523,0.00023486,0.00011743,6.2e-07
1.0,0.45836106,0.00028328,0.00039659,0.00016997,0.03399514,0.45768025,0.00045325,0.00022662,0.00010357,0.00010234,0.00107691,0.00016997,0.00022662,0.00028328,0.00045325,0.00033993,0.00033993,0.03332629,9.9e-07,0.004843500000000001,0.00022662,0.00107558,0.00484406,0.00039659,0.00022662,0.00016997,1.2e-06
1.0,0.45925285,0.00037972,0.00052211,9.493e-05,0.03212117,0.45999567,0.00018986,0.00028479,6.414e-05,0.00011949,0.00103551,0.00042718,0.00047465,0.00047465,0.00023732,0.00018986,0.0,0.03174891,9.000000000000002e-07,0.00496333,9.493e-05,0.00103524,0.00496356,0.00042718,0.00018986,9.493e-05,2.1e-07
1.0,0.46010881,0.00042092,0.00042092,9.354e-05,0.0317818,0.46016482,9.354e-05,9.354e-05,0.00012244,0.00012884,0.00101667,0.00032738,0.00042092,0.00042092,0.00028061,0.00051446,0.00014031,0.03130446,9.000000000000002e-07,0.0048668,0.00032738,0.00101172,0.00486217,0.00037415,0.00023384,0.0,4.8e-07
1.0,0.45818408,0.00035843,0.00025602,0.00020481,0.0332452,0.45839155,0.00025602,0.00061444,0.00018309,7.066e-05,0.00113986,0.00025602,0.00035843,0.00015361,0.00010241,0.00015361,0.00030722,0.03294158,2.38e-06,0.00499683,0.00015361,0.00113293,0.00499726,0.00051204,0.00040963,0.00046083,3.83e-06
1.0,0.45969936,0.00034408,0.00040143,0.00017204,0.03241777,0.45959139,0.00017204,0.00022939,0.00016693,0.00020195,0.00104574,0.00011469,0.00045878,0.00034408,0.00017204,0.00051613,0.00011469,0.03140287,2.09e-06,0.00488898,0.00028674,0.00104459,0.004892100000000001,0.00040143,0.00045878,5.735e-05,1.11e-06
1.0,0.45798779,0.00032949,0.00032949,0.00016475,0.03355878,0.45875197,0.00038441,0.00021966,8.517e-05,9.109e-05,0.00106473,0.00027458,0.00021966,0.00021966,0.00032949,0.00032949,0.00027458,0.03306192,2.1e-06,0.00486106,0.00032949,0.00106186,0.00485893,0.00038441,0.00021966,0.00021966,1.71e-06
1.0,0.45751261,0.0002609,0.00036526,0.0002609,0.03400343,0.45909888,0.00031308,0.00036526,0.00011199,0.00013578,0.00107921,0.0002609,0.00020872,0.00041744,0.00046962,0.00031308,0.00020872,0.03250274,1.87e-06,0.00490901,0.00010436,0.00108617,0.00491145,0.00031308,0.0002609,0.00031308,2.86e-06
1.0,0.46039244,0.00010236,0.00040945,0.00046063,0.03175681,0.46031645,0.00015354,5.118e-05,1.4499999999999997e-05,5.284e-05,0.00098469,0.00056299,0.00020472,0.00035827,0.00056299,0.00020472,0.00015354,0.031241,3.4e-07,0.00482715,0.00040945,0.00098116,0.00482631,0.00030709,0.00015354,0.00015354,-0.0
1.0,0.45933877,0.00023948,0.00041909,0.00011974,0.03260566,0.45950723,0.00023948,0.00029935,0.00017561,0.00013308,0.00104411,0.00011974,0.00035922,0.00035922,0.00047896,0.00041909,0.00011974,0.03188203,1.52e-06,0.00483279,0.00023948,0.00103863,0.00482928,0.00059869,0.00023948,0.00011974,1.33e-06
1.0,0.46053594,0.00010614,0.00015922,0.00127373,0.0328299,0.46058971,5.307e-05,0.0003715,0.00015512,5.258e-05,0.00093001,0.00015922,0.0,0.00010614,0.0,0.00026536,0.00010614,0.03003303,1.86e-06,0.00471564,0.00116758,0.00092927,0.00471503,0.00031843,0.00031843,0.0,8.2e-07
1.0,0.45864009,0.00020846,0.00010423,0.00026057,0.03345867,0.45860187,0.00041692,0.0003648,4.462e-05,9.38e-06,0.00105704,0.00057326,0.00020846,0.00010423,0.00020846,0.00020846,0.00026057,0.03275279,2.42e-06,0.00487019,0.00041692,0.00105389,0.00487107,0.0003648,0.00020846,0.00031269,-2.5e-07
1.0,0.46010338,0.00018425,0.0003685,0.00024567,0.03152632,0.46024669,0.00024567,0.0003685,5.456e-05,0.00012702,0.00103805,0.00055275,0.0003685,0.0003685,0.00012283,0.00024567,0.00024567,0.03138199,8.8e-07,0.00490859,0.00018425,0.00103534,0.00490854,0.00049134,0.00030708,6.142e-05,9.4e-07
1.0,0.45857635,0.00031609,0.00037931,0.00063218,0.033668300000000005,0.45886027,0.00018965,0.00037931,0.00013214,8.39e-05,0.00104993,0.00012644,0.00025287,0.00025287,0.00018965,0.00018965,0.00018965,0.03218143,1.44e-06,0.00489297,0.00050575,0.00104616,0.00489213,0.00031609,0.00031609,0.00018965,5e-08
1.0,0.45911863,0.00027488,0.00054977,0.00010995,0.03231511,0.4596112,0.00027488,0.00021991,2.044e-05,7.727e-05,0.00104289,0.00049479,0.00038484,0.00038484,0.00032986,0.00010995,0.00021991,0.03224957,1.09e-06,0.00492949,5.498e-05,0.00103528,0.0049258,0.00043981,0.00010995,0.00010995,2.1e-07
1.0,0.46023191,0.00026304,0.00026304,0.00065761,0.03211886,0.46008161,0.00019728,0.00052609,9.559e-05,7.585e-05,0.0009882,0.00046033,0.00013152,0.00039456,0.00019728,0.00019728,6.576e-05,0.03115368,9.5e-07,0.00483091,0.00052609,0.00098747,0.00483123,0.00039456,6.576e-05,6.576e-05,4.8e-07
1.0,0.46130125,0.00029258,0.00029258,0.00035109,0.03063034,0.46156479,0.00023406,0.00052664,4.172e-05,9.672e-05,0.00097839,0.00046812,0.00017555,0.00023406,0.00017555,0.00023406,5.852e-05,0.03016279,1.53e-06,0.00481249,0.00040961,0.00097618,0.00481132,0.00064367,0.00011703,0.0,-2.8e-07
1.0,0.46114426,0.00023691,0.00029614,0.00017768,0.03038754,0.46139075,0.00023691,0.00035537,7.298e-05,0.0001015,0.00098438,0.00076996,0.00029614,0.00023691,0.00011846,0.00029614,0.0,0.03051234,7.8e-07,0.00487006,0.00029614,0.00098383,0.00487239,0.00053305,0.00023691,5.923e-05,2.2e-07
1.0,0.45843385,0.00027321,0.00047812,6.829999999999999e-05,0.033282,0.45830035,0.00034151,0.00027321,0.00011084,0.00014703,0.00106713,0.00034151,0.00054642,0.00061472,0.00027321,0.00034151,0.00013661,0.03310871,4e-08,0.00491713,6.829999999999999e-05,0.00106924,0.00491895,0.00047812,0.00020491,0.0,1.6e-07
1.0,0.45995319,0.00044784,0.00038387,0.00025591,0.03151984,0.46054411,0.00012796,0.00044784,9.097e-05,7.44e-05,0.00102315,0.00063978,0.00025591,0.00038387,0.00012796,0.00025591,0.00019193,0.03126096,-0.0,0.00492157,0.00025591,0.00102034,0.00492192,0.00031989,0.00012796,6.398e-05,-8.2e-07
1.0,0.45769164,0.00034318,0.00027454,6.864e-05,0.03418721,0.45815593,0.00034318,0.00048045,0.00011399,8.77e-05,0.00116113,0.00013727,0.00013727,0.00013727,0.00041181,0.00034318,0.00061772,0.03287733,4.42e-06,0.00494426,0.0,0.00115852,0.00494749,0.00034318,0.00041181,0.00048045,3.19e-06
1.0,0.46106049,0.00013863,0.00041588,0.00020794,0.03074978,0.4617022,0.00020794,0.00034656,0.00012646,0.00016929,0.00098922,0.00041588,0.00027725,0.00020794,0.00020794,0.00034656,0.00013863,0.02993326,1.67e-06,0.00481701,0.00027725,0.00098773,0.00481854,0.00069313,0.00034656,0.0,3.8e-07
1.0,0.46050015,0.00021623,0.00036038,0.00061265,0.03151644,0.46056808,0.00014415,0.0002883,2.793e-05,3.4e-05,0.00098163,0.0007568,0.00025227,0.00039642,0.00014415,0.00014415,7.208e-05,0.03096281,1.12e-06,0.00489056,0.00043246,0.00097911,0.00488908,0.00025227,0.00018019,7.208e-05,1.8e-07
1.0,0.45960112,0.00038921,0.00050597,0.00015568,0.03213934,0.45975844,0.0001946,0.00023352,0.00020912,0.00019254,0.0010304,0.00027244,0.00038921,0.00027244,0.00027244,0.00038921,0.00015568,0.0317965,9.7e-07,0.00482707,0.00042813,0.00102598,0.00482487,0.00058381,0.00023352,0.0,1e-06
1.0,0.45881784,0.00045822,0.00049346,0.00010574,0.03272047,0.45950032,0.00021148,0.00031723,0.00017217,0.00014641,0.00106889,0.00031723,0.00038772,0.00031723,0.00021148,0.00028198,0.00035247,0.03211629,1.36e-06,0.00488526,0.00028198,0.0010675,0.00488458,0.00052871,0.00017624,3.525e-05,1.51e-06
1.0,0.45715682,0.00033896,0.00043581,0.00024212,0.03447793,0.45750437,0.00046002,0.00019369,8.562e-05,0.00011192,0.00106027,0.0004116,0.00033896,0.00036318,0.00026633,0.00024212,0.00026633,0.03426915,2.4e-07,0.00485038,0.00033896,0.00105688,0.00485052,0.0004116,0.00012106,2.421e-05,-1.2e-07
1.0,0.45962692,0.00032035,0.00024916,0.00021357,0.03224763,0.45954843,0.00024916,0.00028476,9.949e-05,0.0001395,0.00103036,0.00049833,0.00039154,0.00028476,7.119e-05,0.00028476,0.00028476,0.03191787,1.05e-06,0.00486633,0.00042714,0.00102841,0.00486718,0.00042714,0.00017797,3.559e-05,-5.1e-07
1.0,0.45860426,0.00037469,0.00042465,0.00014988,0.03302852,0.4587795,0.00032473,0.00022481,9.207e-05,8.73e-05,0.00103646,0.00052457,0.00039967,0.00027477,0.00017486,0.00022481,0.00014988,0.03297198,4.8e-07,0.0048726,0.00037469,0.00103212,0.00487358,0.00047461,0.00014988,4.996e-05,-6e-08
1.0,0.45857404,0.00058339,0.00065631,0.00051047,0.03356348,0.45841709,0.00021877,0.00043754,0.00017819,0.00019911,0.00104342,0.0,7.292e-05,0.00036462,0.00029169,0.00036462,7.292e-05,0.03264897,5.3e-07,0.00486734,0.00036462,0.00104564,0.00486748,0.00036462,0.00014585,7.292e-05,5.3e-07
1.0,0.46081472,0.00029218,0.00033392,0.00041741,0.03103757,0.46100001,0.00016696,0.00041741,0.00011515,5.358e-05,0.00098651,0.00050089,0.0002087,0.00029218,0.00012522,0.00016696,0.00016696,0.03066337,4.7e-07,0.00485406,0.00041741,0.00098556,0.00485515,0.00045915,0.00012522,0.0,6.5e-07
1.0,0.45920485,0.000393,0.000393,0.000131,0.03239543,0.45938204,0.00034933,0.00017467,4.401e-05,4.214e-05,0.00102047,0.000786,0.00034933,0.00043666,0.000131,0.000131,0.00021833,0.03233983,2e-07,0.00493947,0.00017467,0.00101835,0.00494085,0.00021833,4.367e-05,0.0,5e-08
1.0,0.45948385,0.00030869,0.00035278,0.00035278,0.03243546,0.45996192,0.00017639,0.00030869,0.00010717,0.00014844,0.00102488,0.00035278,0.00039688,0.00044098,0.00017639,0.00035278,8.82e-05,0.0314224,1.32e-06,0.00487758,0.00035278,0.00102495,0.00488083,0.00039688,0.00030869,4.41e-05,9.3e-07
1.0,0.45786953,0.00037394,0.0006544,0.00037394,0.03347281,0.4587113,0.00028046,0.00028046,8.401e-05,9.061e-05,0.00105776,0.00028046,0.0003272,0.00037394,0.0003272,9.349e-05,0.00014023,0.03319004,3.6e-07,0.00492079,0.00023371,0.00105577,0.00491923,0.00042068,0.00018697,9.349e-05,2.7e-07
1.0,0.45579381,0.00040828,0.00029163,5.833e-05,0.035829900000000005,0.45607031,0.0004666,0.0002333,0.00010963,9.836e-05,0.00115216,5.833e-05,0.00029163,0.00029163,0.00040828,0.00029163,0.00058325,0.03533297,1.61e-06,0.00492188,0.00017498,0.00115572,0.00492448,0.0002333,0.00017498,0.00034995,1.51e-06
1.0,0.4574162000000001,0.00016571,0.00038666,0.00016571,0.03486972,0.45653157,0.00066284,0.00033142,0.00010171,0.00011987,0.00111698,5.524e-05,0.00016571,0.00022095,0.00038666,0.00033142,0.00049713,0.03444817,1.06e-06,0.00484668,5.524e-05,0.00111385,0.0048475,0.00049713,0.00033142,0.00016571,2e-06
1.0,0.45609865,0.00025226,0.00060543,0.00025226,0.03520486,0.45616789,0.00075679,0.00025226,9.095e-05,8.402e-05,0.00111539,0.00025226,0.00015136,0.00020181,0.00020181,0.00010091,0.00055498,0.03574672,1.5e-07,0.00489558,5.045e-05,0.00110717,0.00489721,0.00035317,0.00030272,5.045e-05,2.4e-07
1.0,0.46069085,0.00023884,0.00029856,0.00017913,0.03073823,0.46137196,0.00017913,0.00035827,0.00010216,0.00011559,0.00101508,0.00035827,0.00029856,0.00029856,0.00017913,0.00041798,0.00023884,0.03058183,1.24e-06,0.00485823,0.00023884,0.00101077,0.00485642,0.00047769,0.00029856,5.971e-05,1.7e-07
1.0,0.45820691,0.00037475,0.00046843,0.0003279,0.03297599,0.45913466,0.00037475,0.00042159,9.772e-05,0.00011329,0.0010848,0.0003279,0.00014053,0.0003279,0.00014053,0.0003279,0.00042159,0.03284767,7.5e-07,0.00491147,0.00014053,0.00107851,0.00491021,0.0003279,0.0003279,9.369e-05,5.4e-07
1.0,0.4600013,0.00025673,0.0003851,0.00025673,0.03163247,0.46004174,0.00017116,0.00047068,0.00012427,0.00014035,0.00106348,0.00029952,0.0003851,0.00042789,0.00025673,0.00025673,0.00017116,0.03143688,2.06e-06,0.00491816,0.00017116,0.00105906,0.00491478,0.00051347,0.00034231,0.00017116,1.42e-06
1.0,0.45897519,0.00043634,0.00033937,0.00014545,0.033346100000000004,0.45856672,0.00024241,0.00033937,0.00014847,0.00013367,0.00106575,0.00029089,0.00024241,0.00019393,0.00019393,0.00038785,0.00038785,0.0323927,1.61e-06,0.00485003,0.00038785,0.00106262,0.00485059,0.0005332999999999999,0.00019393,9.696e-05,7.7e-07
1.0,0.45597554,0.00035913,0.00041899,0.00017957,0.03604295,0.45518492,0.00059856,0.00017957,6.084e-05,0.00011504,0.00114984,0.00041899,0.00017957,0.00017957,0.00023942,0.00011971,0.00077812,0.03583929,1.25e-06,0.00493668,0.00011971,0.00114716,0.00493726,0.00017957,0.00017957,0.00023942,3.7e-07
1.0,0.45629162,0.00040524,0.00052102,5.789e-05,0.03503334,0.45622454,0.0006368,0.00023157,0.00011309,8.508e-05,0.00113483,0.00023157,0.00028946,0.00040524,0.00023157,0.00017367,0.0006947,0.03561961,1.2e-07,0.00490005,0.00011578,0.00112731,0.00489687,0.00034735,5.789e-05,0.0,1.3e-07
1.0,0.45780571,0.00033928,0.00033928,0.00014541,0.03412264,0.45771285,0.00048469,0.00029081,0.00011011,0.00011531,0.00107043,0.00029081,0.00029081,0.00033928,0.00024235,0.00033928,0.00024235,0.03366343,1.43e-06,0.004861600000000001,0.00029081,0.00106808,0.00486346,0.00043622,0.00019388,9.694e-05,3.8e-07
1.0,0.45886075,0.00042043,0.00035035,7.007e-05,0.03239025,0.4597221,0.00014014,0.00028028,0.00017502,0.00019025,0.00105133,0.00028028,0.0004905,0.00035035,0.00021021,0.00042043,0.00021021,0.03221125,7.2e-07,0.00486243,0.00035035,0.00104986,0.00486,0.00056057,0.00021021,7.007e-05,1.35e-06
1.0,0.45791204,0.00028686,0.00023905,0.00014343,0.0338537,0.45809604,0.00043029,0.00033467,0.00010674,9.194e-05,0.00106739,0.00038248,0.00028686,0.00038248,0.00028686,0.00038248,0.00033467,0.03353942,1.08e-06,0.00483624,0.00028686,0.00106541,0.00483953,0.00043029,0.00014343,9.562e-05,7.4e-07
1.0,0.45413105,0.00059333,0.00064727,0.0,0.03693127,0.45489617,0.00064727,0.00021576,0.00016268,0.00016227,0.00117384,5.394e-05,0.00021576,0.00037757,0.00037757,0.00032363,0.00053939,0.03691188,1.12e-06,0.00493029,0.0,0.00117716,0.00493741,0.00026969,0.00016182,0.00016182,5e-08
1.0,0.45798908,0.00040479,0.00026986,0.00033733,0.03326706,0.45841178,0.0002024,0.0002024,0.00011825,6.38e-05,0.00105112,0.00074212,0.00047226,0.0002024,6.747e-05,0.00013493,6.747e-05,0.03352478,1.59e-06,0.00493056,0.00053972,0.00104681,0.00493899,0.00033733,0.0002024,0.00026986,1.05e-06
1.0,0.46090841,0.00017716,0.00022145,0.00035431,0.03101839,0.46102424,8.858e-05,0.00026574,7.541e-05,0.00013232,0.000995,0.00031003,0.00022145,0.0003986,0.00031003,0.00044289,0.00031003,0.03063692,1.12e-06,0.00480465,0.00044289,0.00099127,0.00480616,0.0003986,0.00017716,4.429e-05,1e-08
1.0,0.46154883,0.00010238,0.00020476,0.00066548,0.03075663,0.46165254,0.00010238,0.00030714,6.953e-05,4.633e-05,0.00094465,0.00061429,0.00015357,5.119e-05,0.00015357,0.00020476,5.119e-05,0.02986657,1.17e-06,0.00478218,0.00071667,0.00094213,0.00478259,0.00046072,0.00025595,0.00010238,-3.1e-07
1.0,0.45988929,0.00016894,0.00056313,0.00039419,0.03245843,0.45952521,0.00028157,0.00039419,8.416e-05,9.845e-05,0.00104065,0.00016894,0.00022525,0.00050682,0.00045051,0.00022525,0.00022525,0.03150165,1.54e-06,0.00487289,0.00011263,0.0010379000000000002,0.00487168,0.00045051,0.00022525,5.631e-05,4.4e-07
1.0,0.45987063,0.00018402,0.00032204,0.00013802,0.03172648,0.46014101,0.00027603,0.00023003,4.737e-05,8.156e-05,0.00103428,0.00027603,0.00027603,0.00023003,0.00041405,0.00027603,0.00036805,0.03184074,4.7e-07,0.00481646,0.00032204,0.00102612,0.00481335,0.00055207,0.00013802,0.00013802,9.6e-07
1.0,0.46080788,0.00034997,0.00034997,0.00034997,0.03120801,0.46108413,0.00019998,0.00059995,9.371e-05,6.838e-05,0.00101118,0.00049996,9.999e-05,0.00039997,0.00019998,0.00029998,0.00014999,0.03033414,1.32e-06,0.00486531,0.00024998,0.00100845,0.00486752,0.00049996,0.00014999,5e-05,3.5e-07
1.0,0.46279899,4.876e-05,0.00034133,0.00043886,0.02943989,0.4626548,0.00014629,0.00014629,-2.964e-05,6.742e-05,0.00092395,0.00073143,0.00019505,9.752e-05,0.00024381,0.00024381,4.876e-05,0.02901232,6.6e-07,0.00479058,0.00048762,0.00092081,0.00478811,0.00043886,0.00029257,0.0,-2.6e-07
1.0,0.4552305,0.00068341,0.00068341,0.0,0.03612111,0.45598406,0.00053697,0.00019526,0.00020494,0.0002204,0.00113695,0.0,0.00019526,0.00034171,0.00034171,0.00053697,0.00034171,0.0355658,1.6e-06,0.00490194,9.763e-05,0.00113844,0.00490453,0.00029289,0.00024408,9.763e-05,1.12e-06
1.0,0.4610381,0.0,5.567e-05,0.00077942,0.03148365,0.46134569,0.00011135,0.00022269,4.542e-05,7.237e-05,0.00093825,0.00066808,0.00016702,0.00027836,0.00027836,0.00027836,0.00011135,0.03008657,1.17e-06,0.00474653,0.00077942,0.00093367,0.00474363,0.00033404,0.00016702,0.00011135,-2.2e-07
1.0,0.46046691,0.00024894,0.00024894,0.00014937,0.03131187,0.46073891,0.00024894,0.00039831,0.00011764,0.00019961,0.00101438,0.00049789,0.00034852,0.00024894,9.958e-05,0.0004481,0.00014937,0.03085833,1.56e-06,0.00482264,0.00034852,0.00101115,0.00482581,0.00059746,0.00034852,0.0,8.7e-07
1.0,0.46241704,0.00014926,0.00024876,0.00024876,0.0298191,0.4627597,4.975e-05,0.00049753,7.383e-05,0.00011457,0.00096749,0.00039802,0.00024876,0.00029852,0.00029852,0.00039802,9.951e-05,0.02868299,2.1e-06,0.00478345,0.00034827,0.00096632,0.00478551,0.00069654,0.00024876,0.0,9.1e-07
1.0,0.46116505,0.00027044,0.00037862,0.00032453,0.03100518,0.46063572,0.00032453,0.00043271,4.652e-05,7.634e-05,0.00100476,0.00064906,5.409e-05,0.00027044,0.00021635,0.00032453,0.00016227,0.03070751,6.6e-07,0.00485429,0.00021635,0.00099942,0.00485287,0.00043271,0.00027044,5.409e-05,9e-08
1.0,0.45740736,0.00035783,0.00056231,0.00030671,0.03351818,0.45838105,0.00035783,0.00030671,9.199e-05,7.665e-05,0.00109454,0.00051119,0.00035783,0.00030671,0.00010224,0.00010224,0.00040895,0.03377065,9e-08,0.00496135,0.00010224,0.00108596,0.00495967,0.00030671,0.00030671,0.00010224,7e-07
1.0,0.45716381,0.00036244,0.00025889,0.00010355,0.03406241,0.45733367,0.00041422,0.00015533,8.761e-05,4.247e-05,0.00109961,0.000466,0.00031066,0.00010355,0.00036244,0.00025889,0.00036244,0.03475366,6.3e-07,0.00488028,0.00041422,0.00108942,0.00487841,0.00031066,0.00015533,0.00036244,-1.7e-07
