class,fea18,fea13,fea7,fea12,fea25,fea24,fea10,fea11,fea23,fea17,fea16,fea15,fea8,fea2,fea9,fea4,fea5,fea19,fea21,fea20,fea3,fea22,fea26,fea14,fea1,fea6,27
0.0,0.45397181,0.00010151,0.00050754,0.00020302,0.03693363,0.45571228,0.00081206,0.0,-1.137e-05,2.855e-05,0.00105958,0.00060905,0.00030452,0.00020302,0.00050754,0.00010151,0.00010151,0.03703978,2.7e-07,0.00482358,0.00020302,0.00105455,0.00481995,0.00040603,0.00010151,0.00020302,-4.6e-07
0.0,0.4577707,0.00030728,7.682e-05,0.00023046,0.03397378,0.45738265,0.0003841,0.00030728,0.00010538,9.695e-05,0.00105212,0.00023046,0.00061456,0.00046092,7.682e-05,0.00023046,7.682e-05,0.03420347,-2e-08,0.00488503,0.00053774,0.00104294,0.00487828,0.0003841,7.682e-05,0.00015364,-4.7e-07
0.0,0.45675529,0.00047184,0.00031456,0.00015728,0.03568511,0.45509825,0.00031456,0.00015728,0.00011811,8.2e-05,0.00112203,7.864e-05,0.00047184,0.00062912,0.0003932,0.00031456,0.00023592,0.03541599,1.4e-06,0.00497881,0.00023592,0.00112164,0.00498175,7.864e-05,7.864e-05,0.00031456,-1.7e-07
0.0,0.45840368,0.00012713,0.00019069,0.00019069,0.03397771,0.45717205,0.00038139,0.00025426,0.00015848,0.00015683,0.0010787,6.356e-05,0.00050851,0.00057208,0.00031782,0.00038139,0.00038139,0.03370651,-1e-07,0.004843699999999999,0.00031782,0.00107859,0.00484547,0.00044495,0.00019069,6.356e-05,1.76e-06
0.0,0.46015775,0.00042976,0.00021488,7.163e-05,0.03157126,0.46009401,0.0002865,0.00035813,0.00012142,0.00020165,0.00104275,0.00014325,0.00035813,0.0002865,7.163e-05,0.00057301,0.00014325,0.03135701,2.05e-06,0.00488329,0.0002865,0.00103492,0.00487686,0.00035813,0.00035813,7.163e-05,1.33e-06
0.0,0.45724109,8.53e-05,0.00025591,0.00017061,0.03586174,0.4556928,0.00068243,8.53e-05,7.526e-05,2.052e-05,0.00104724,8.53e-05,0.00017061,0.00034122,0.00068243,0.00042652,0.00017061,0.0350142,5.7e-07,0.004739899999999999,0.00034122,0.00104499,0.00474023,0.00042652,8.53e-05,0.00017061,3.5e-07
0.0,0.45935735,0.00037936,0.00037936,0.00021678,0.03235095,0.45935834,0.00027097,0.00027097,0.00012749,0.00017615,0.00103971,5.419e-05,0.00027097,0.00021678,0.00021678,0.00037936,0.00021678,0.03227358,5.9e-07,0.00483983,0.00043356,0.00103225,0.00483609,0.00048775,0.00027097,5.419e-05,1.12e-06
0.0,0.45567043,0.0,8.497e-05,8.497e-05,0.0362466,0.45618973,0.00093469,0.00025492,7.532e-05,7.093e-05,0.00113195,8.497e-05,0.0,0.00050983,0.00067978,0.00050983,0.00076475,0.03547334,2.16e-06,0.00475713,0.0,0.00112471,0.00475338,0.00025492,0.00016994,0.00016994,7.9e-07
0.0,0.46028815,0.00028510000000000005,0.00028510000000000005,0.00014255,0.03136123,0.46055679,0.00021382,0.00021382,9.766e-05,9.012e-05,0.00102358,0.00028510000000000005,0.00028510000000000005,0.00042765,0.00021382,0.00049892,0.00035637,0.03120869,7.3e-07,0.00485755,0.00028510000000000005,0.00101876,0.00486353,0.00028510000000000005,0.00021382,0.0,3.7e-07
0.0,0.46014815,7.085e-05,0.00021256,0.00049597,0.0318097,0.46077786,0.00028341,0.00035426,0.00013085,0.00012687,0.00100177,0.00021256,0.00021256,0.00049597,0.00021256,0.00049597,0.00014171,0.03077117,1.42e-06,0.00480985,0.00035426,0.00100311,0.00481165,0.00035426,0.00042512,0.0,2.16e-06
0.0,0.46019186,0.00011553,0.00023107,5.777e-05,0.03161542,0.46063879,0.00023107,0.00023107,9.417e-05,0.00012485,0.00101162,0.00046213,0.00023107,0.00028883,0.0005199,0.00040436,0.00040436,0.03126849,1.34e-06,0.00473778,0.00040436,0.00100859,0.00474328,0.0006932,5.777e-05,5.777e-05,2.8e-07
0.0,0.45999132,0.0002693,0.00037703,0.00010772,0.03155768,0.4604635,0.00021544,0.0002693,6.037e-05,2.893e-05,0.00104692,0.00048475,0.00037703,0.0002693,0.00021544,0.00032317,0.00021544,0.03127218,1.17e-06,0.00492322,0.00010772,0.00104349,0.00492462,0.00037703,0.00037703,0.00016158,7.2e-07
0.0,0.45982109,0.00015659999999999998,0.0002349,7.829999999999999e-05,0.03249452,0.45962951,0.00046979,0.00046979,0.00015974,0.00017626,0.00104358,7.829999999999999e-05,0.0003132,0.00046979,0.00039149,0.00062639,0.0,0.03137482,2.39e-06,0.00481741,7.829999999999999e-05,0.00104245,0.00481693,0.00054809,0.00039149,7.829999999999999e-05,1.67e-06
0.0,0.45672779,0.00023025,0.00017269,0.00040294,0.03414639,0.458545,0.00040294,0.00023025,4.127e-05,9.163e-05,0.00104731,0.00011513,0.00040294,0.00057563,0.00028782,0.00028782,5.756e-05,0.03399169,9.9e-07,0.00488477,0.00040294,0.00103548,0.00488253,0.00017269,0.00017269,0.00017269,9e-08
0.0,0.45542191,0.00028278,0.00042417,7.070000000000001e-05,0.03563212,0.45674999,0.00063626,0.00028278,0.00012276,0.00011445,0.00110525,0.00021209,0.00042417,0.00035348,0.00042417,0.00021209,0.00014139,0.03540026,1.34e-06,0.00487743,0.00014139,0.00110305,0.00487476,0.00049487,0.00014139,0.00021209,1.47e-06
0.0,0.45747769,0.00023606,0.00029507,0.00017704,0.03426166,0.45724924,0.00035408,0.00035408,0.00014749,0.00013777,0.00112507,5.901e-05,0.00053113,0.00029507,0.00011803,0.00023606,0.00035408,0.03389946,1.49e-06,0.00495568,0.00017704,0.0011237,0.00495653,0.0004131,0.0004131,0.00029507,2.1e-06
0.0,0.45902209,0.00043107,0.00032331,0.00016165,0.0326997,0.45905817,0.00016165,0.00016165,0.00013384,0.00019338,0.00102382,0.00043107,0.00059273,0.00048496,0.00010777,0.00032331,5.388e-05,0.03241471,5.3e-07,0.00489949,0.00043107,0.00102181,0.00489822,0.00037719,0.00016165,0.0,1.9e-07
0.0,0.46016216,0.00011728,0.00023455,0.00023455,0.031231,0.46055536,0.00023455,0.00023455,7.009e-05,5.6600000000000014e-05,0.00103078,0.00041046,0.00035183,0.0004691,0.00029319,0.00035183,0.00035183,0.03150052,7.4e-07,0.00486298,0.00023455,0.00102816,0.00486878,0.00035183,0.00023455,5.864e-05,4.6e-07
0.0,0.46013965,0.00027468,0.00043948,0.00027468,0.03185012,0.46031492,0.00027468,0.00021974,0.00010715,0.00010997,0.00101045,0.00027468,0.00027468,0.00032961,0.00027468,0.00049442,5.494e-05,0.03118584,1.15e-06,0.00482844,0.00027468,0.00100943,0.00482741,0.00043948,0.00043948,0.0,8.9e-07
0.0,0.45446516,0.00019288,0.00019288,0.00012859,0.0372648,0.45468716,0.00077154,0.00032147,0.00010572,0.00012775,0.00117137,0.0,0.00032147,0.00045006,0.00045006,0.00019288,0.00057865,0.03666998,1.9e-06,0.00488874,0.00012859,0.00116471,0.00488571,0.00032147,0.00012859,0.00032147,2.07e-06
0.0,0.46204969,0.00010927,0.00016391,0.00032782,0.03075811,0.46187484,0.00016391,0.00049173,9.056e-05,0.00011435,0.00095939,0.00049173,5.464e-05,0.00021855,0.00038246,0.00043709,0.00010927,0.02915258,1.9e-06,0.00472469,0.00049173,0.00095928,0.00472431,0.00071028,0.00016391,5.464e-05,8.2e-07
0.0,0.45784776,0.00037849,0.00018925,6.308e-05,0.03362962,0.45766768,0.00037849,0.00025233,0.00011104,0.00015548,0.00109438,0.00018925,0.00044158,0.00044158,0.00012616,0.00037849,0.00050466,0.03402605,5.5e-07,0.00489101,0.00031541,0.00108295,0.0048882,0.00031541,0.00012616,6.308e-05,2.5e-07
0.0,0.45946455,0.00024057,0.00024057,0.00016038,0.03354072,0.45785391,0.00024057,0.00024057,0.00013713,0.0001217,0.00104683,0.0,0.00024057,0.00056134,0.00064153,0.00056134,0.00024057,0.03261757,7.9e-07,0.00479726,0.00032076,0.00104836,0.00479938,0.00040096,8.019e-05,0.00016038,9.2e-07
0.0,0.45931472,0.00019868,0.00015894,0.00035762,0.03316987,0.45844734,0.00039736,0.00035762,0.00012696,9.844e-05,0.00104849,0.00023842,0.00031789,0.00039736,7.947e-05,0.0004371000000000001,0.00027815,0.03242807,1.24e-06,0.00485359,0.00035762,0.0010468,0.00485442,0.00031789,0.00035762,3.974e-05,6.8e-07
0.0,0.45921644,0.00018472,0.00027708,0.00018472,0.03275052,0.45958123,0.00027708,0.00018472,6.423e-05,7.505e-05,0.00104715,0.00023090000000000006,0.00027708,0.00064651,0.00055416,0.00055416,0.00018472,0.03189233,1.32e-06,0.00485572,0.00013854,0.00104476,0.00485213,0.00023090000000000006,0.00027708,0.00018472,1.14e-06
0.0,0.46026425,0.00010596,0.00037086,0.00031788,0.03130604,0.46080219,0.00026489999999999993,0.00037086,0.00010522,5.852e-05,0.00102192,0.00026489999999999993,0.00031788,0.00042383,0.00026489999999999993,0.00015894,0.00015894,0.03097423,2.6e-07,0.00489508,0.00015894,0.00101566,0.00489255,0.00047681,0.00026489999999999993,0.00010596,1.88e-06
0.0,0.45738314,0.00038295,0.00044678,6.383e-05,0.03407251,0.45772219,0.00031913,0.00019148,0.000134,9.979e-05,0.00108365,0.00031913,0.00057443,0.00038295,0.00012765,0.0002553,0.00019148,0.03385606,7e-07,0.00494912,0.00019148,0.00108555,0.00495295,0.00038295,0.0002553,0.00012765,1.08e-06
0.0,0.46040203,4.847e-05,0.00014539999999999998,0.00019387,0.03183442,0.4603571,0.00019387,0.00024233,0.00012204,0.00012442,0.00100337,0.0002908,0.00053314,0.00038774,0.00024233,0.0004362,0.00014539999999999998,0.03094592,1.33e-06,0.00480101,0.0004362,0.00100271,0.00480079,0.0005815999999999999,0.0002908,4.847e-05,4.9e-07
0.0,0.45679457,0.00034978,0.00029148,5.83e-05,0.03465087,0.45735601,0.00058296,0.00023318,0.00012088,5.963e-05,0.00106919,0.00064126,0.00023318,0.00023318,0.00029148,0.00034978,0.00017489,0.03457819,1.25e-06,0.00484689,0.00029148,0.00106734,0.00484897,0.00040807,0.00017489,0.00017489,8.3e-07
0.0,0.4607916,0.00017507,0.00052522,0.00023343,0.03112227,0.46104598,0.00023343,0.00023343,0.00010538,7.767e-05,0.0009912,0.00046686,0.00017507,0.00029179,0.00046686,0.00035015,0.00011672,0.03065866,3e-08,0.00480037,0.00023343,0.00099112,0.0048049,0.00058358,0.00029179,0.0,5.5e-07
0.0,0.46071709,0.00029232,0.00029232,0.00017539,0.03122699,0.46102008,0.00017539,0.00023386,8.26e-05,9.379e-05,0.00099637,0.00052618,0.00023386,0.00017539,0.00023386,0.00040925,0.00017539,0.03062484,9.4e-07,0.00481018,0.00046771,0.00099515,0.00481229,0.00052618,0.00023386,5.846e-05,1.02e-06
0.0,0.45939434,0.0001821,0.0003035,0.0001214,0.0317666,0.46053415,0.0001821,0.0001214,0.00013197,0.00010586,0.00105257,0.0001214,0.0003035,0.0003035,0.00042489,0.00048559,0.00036419,0.03168054,1.72e-06,0.00483575,0.0003035,0.00104841,0.00483359,0.00042489,0.00036419,0.0001821,1.36e-06
0.0,0.45958252,4.307e-05,0.00047374,0.00012919999999999994,0.03274804,0.45887729,0.00030147,8.613e-05,8.527e-05,7.504e-05,0.00102948,0.00025839999999999994,0.00047374,0.00047374,0.00055988,0.00021534,0.00017227,0.03228055,8.1e-07,0.00484074,0.00017227,0.00103006,0.00484165,0.00055988,0.00021534,8.613e-05,3.3e-07
0.0,0.46213833,0.00034021,0.00025516,0.00017011,0.03066989,0.46136079,8.505e-05,0.00068043,0.00011748,0.00015351,0.00101807,0.00025516,0.00017011,0.00017011,0.00025516,0.00034021,0.0,0.02912857,4.53e-06,0.00485681,0.00034021,0.00101576,0.00485629,0.00068043,0.00025516,0.00025516,2.03e-06
0.0,0.45725165,0.00037208,0.00051161,0.00013953,0.03343735,0.45910322,0.00023255,0.00018604,0.00018698,0.00017605,0.00109069,0.00023255,0.00041859,0.00023255,0.00027906,0.00023255,0.00041859,0.03328832,6.2e-07,0.00488708,0.00032557,0.00108633,0.00488627,0.00051161,0.00027906,0.00013953,9.9e-07
0.0,0.45963184,0.00018267,0.00022834,0.00018267,0.03189629,0.45958872,0.00031967,0.00031967,6.326e-05,0.00011825,0.00103458,0.00036534,0.00050234,0.00027400000000000005,0.0,0.00018267,0.00027400000000000005,0.03219876,4.3e-07,0.00489393,0.00031967,0.00102352,0.00489183,0.00050234,0.00022834,4.567e-05,5.2e-07
0.0,0.45928733,0.00055024,0.00042327,4.233e-05,0.03211879,0.45972933,8.465e-05,0.00029629,0.00018002,0.00019548,0.00109193,0.00033861,0.00025396,0.00033861,0.00016931,0.00050792,0.00071955,0.03192729,5.4e-07,0.00488284,0.00025396,0.00108975,0.00488227,0.00038094,0.00021163,0.0,8.3e-07
0.0,0.45950872,0.00019299,0.0,0.0,0.03199975,0.45915739,0.00019299,9.649e-05,0.00010321,0.00015284,0.00101879,0.00106142,0.00086843,0.00057896,9.649e-05,0.00019299,0.00019299,0.03265016,-1.6e-07,0.00488817,0.00048246,0.00100563,0.00488349,0.00048246,0.0,0.0,3.6e-07
0.0,0.45837137,0.00020586,0.00015439,0.00010293,0.03317649,0.45833841,0.00036025,0.00015439,0.00015873,0.00018722,0.00104255,0.00030879,0.00056611,0.00046318,0.00025732,0.00051464,0.00010293,0.03348294,4.6e-07,0.00481432,0.00046318,0.00103497,0.00481184,0.00046318,0.00025732,5.146e-05,3.6e-07
0.0,0.45938485,0.00024605,0.00036908,0.00024605,0.03256736,0.45925683,0.00012303,0.00030757,0.00016021,0.00019863,0.00106624,6.151e-05,0.00049211,0.00036908,0.00018454,0.00030757,0.00036908,0.03193917,7.1e-07,0.00487262,0.00036908,0.00106647,0.00487325,0.00055362,0.00030757,6.151e-05,1.9e-07
0.0,0.4569899000000001,0.00022342,0.00029789,7.447e-05,0.03396058,0.45788825,0.00044683,7.447e-05,0.00016976,9.863e-05,0.00107765,0.00037236,0.00059578,0.00052131,0.00022342,0.00052131,0.00014894,0.0343513,4.1e-07,0.00488855,0.00022342,0.00107155,0.004886,0.00029789,0.00037236,7.447e-05,1.3e-07
0.0,0.45914746,0.00013344,0.00026688,0.0,0.0325831,0.45982115,0.00020016,0.00033360000000000003,7.535e-05,0.00010573,0.00109091,0.00026688,0.00033360000000000003,0.00046705,0.00053377,0.00033360000000000003,0.00040033,0.03157147,2.99e-06,0.00491415,0.0,0.00109801,0.00491756,0.00046705,0.00026688,0.00033360000000000003,1.65e-06
0.0,0.46108573,0.00048163,0.00034402,6.879999999999999e-05,0.03142363,0.46055533,0.00013761,0.00027522,0.00011184,0.00013445,0.00101086,0.00041283,0.00013761,0.00020641,0.00034402,0.00055043,0.00020641,0.030454400000000006,1.3e-06,0.00480135,0.00041283,0.00100948,0.00480115,0.00048163,0.00020641,6.879999999999999e-05,5.8e-07
0.0,0.45583591,0.00046655,0.00053319,0.0001333,0.03562568,0.45587851,0.0003999,0.00019995,0.0001138,0.00011267,0.00114985,0.0,0.00019995,0.00019995,0.00046655,0.00026660000000000003,0.00053319,0.03572471,3.9e-07,0.00490905,0.00019995,0.00114222,0.00490699,0.00033325,0.00019995,0.00033325,1.43e-06
0.0,0.45793735,0.00026457,0.00026457,0.00021166,0.03376343,0.45859136,0.00042331,0.00031748,6.699e-05,0.00010818,0.00104764,0.0003704,0.00026457,0.00031748,0.00031748,0.0003704,0.00015874,0.03315382,1.17e-06,0.00483613,0.00031748,0.00104724,0.00484182,0.00042331,0.00015874,0.00015874,1.35e-06
0.0,0.45953076,0.00019068,0.00031781,0.00025424,0.03231267,0.45969006,0.00025424,0.00012712,0.0001309,0.00011658,0.00102179,0.00057205,0.00050849,0.00038137,6.356e-05,0.00044493,0.00012712,0.03177688,2.6e-07,0.00487577,0.00031781,0.00102394,0.00487876,0.00031781,0.00050849,0.0,1.67e-06
0.0,0.45527356,0.00020374,0.00027165,0.00013583,0.03549546,0.45626611,0.0005433,0.00047539,0.00011104,9.657e-05,0.00118236,0.00020374,0.00040748,0.00047539,0.00027165,6.791e-05,0.00074704,0.03586158,5.9e-07,0.00495696,0.0,0.00118088,0.00495544,0.00040748,0.00013583,0.00027165,1.37e-06
0.0,0.45847815,0.00029851,0.00029851,0.00022388,0.03296752,0.45858523,0.00029851,0.0,0.00010025,0.00013509,0.00103429,0.0005224,0.00044777,0.0005224,0.00014926,0.00044777,0.00022388,0.03326629,-1e-07,0.00488912,0.00029851,0.0010293,0.0048875,0.00014926,0.00029851,0.0,4.1e-07
0.0,0.45730897,0.00046554,0.00046554,7.759e-05,0.03475817,0.45692628,0.00046554,0.00031036,0.00015684,0.00019198,0.00109928,0.00038795,0.00054313,0.00046554,7.759e-05,0.00031036,7.759e-05,0.0338722,1.16e-06,0.00496331,0.00015518,0.00110094,0.00496471,0.00038795,0.00031036,7.759e-05,7.7e-07
0.0,0.45948677,0.00029252,0.00029252,0.0,0.03209509,0.45935652,0.00021939,0.00029252,0.00012501,0.00013343,0.00111014,0.0,0.00036565,0.00043878,0.00021939,0.00043878,0.00065817,0.03200584,1.61e-06,0.0049521,0.0,0.00110137,0.00494865,0.00029252,0.00036565,0.00014626,3.18e-06
0.0,0.45809897,0.0003075,0.00023062,0.0003075,0.03400499,0.45789355,0.0003075,0.00023062,0.00010641,8.834e-05,0.00105163,0.00046125,0.00053812,0.000615,7.687e-05,0.0003075,0.00023062,0.03327829,2.2e-07,0.00490709,0.00038437,0.00105027,0.00490783,0.00023062,0.00015375,0.0,-9e-08
0.0,0.45967397,0.00020819,0.00031228,0.00020819,0.03233693,0.46016031,0.00020819,0.00020819,8.972e-05,4.416e-05,0.00104967,0.00026024,0.00020819,0.00026024,0.00046843,0.00046843,0.00026024,0.03125042,2.49e-06,0.00485091,0.00020819,0.00105098,0.00485663,0.00036433,0.00041638,0.00026024,1.6e-06
0.0,0.45491112,0.00025684,0.00044947,0.00012842,0.03636188,0.45513472,0.00083474,0.00025684,0.0002327,0.00020111,0.00110442,6.421e-05,0.00044947,0.00044947,0.00025684,0.00032105,6.421e-05,0.03669,7.6e-07,0.00484743,0.00019263,0.00110271,0.00485369,0.00051368,0.00032105,0.0,4.9e-07
0.0,0.45908699,0.00023552,0.00017664,0.00017664,0.03231347,0.45956815,0.00023552,0.00011776,0.00013893,0.00011219,0.00101813,0.00017664,0.00047104,0.00047104,0.00023552,0.00047104,0.00023552,0.03250582,1.8e-07,0.00482157,0.00047104,0.00101376,0.00482757,0.00035328,0.00017664,0.0,6.5e-07
0.0,0.45947542,0.00020655,0.00020655,0.00020655,0.03238211,0.45970154,0.00015491,0.00020655,0.00012001,0.00015166,0.00100384,0.00020655,0.00051636,0.00051636,0.00025818,0.00041309,0.00015491,0.03192122,-1.7e-07,0.00481953,0.00051636,0.00100357,0.00482567,0.00046473,0.00010327,0.0,-5e-08
0.0,0.45680701,0.00020136,0.00020136,0.00020136,0.03476202,0.45701344,0.00073832,0.00026848,8.029e-05,0.00011322,0.00106219,0.0003356,0.00020136,0.00026848,0.00026848,0.00040272,0.00020136,0.03494348,2.4e-07,0.00479764,0.0003356,0.00105717,0.00479834,0.00040272,0.00026848,6.712e-05,7.5e-07
0.0,0.45619483,0.00018061,0.00036122,0.00018061,0.035764,0.45557957,0.00063213,0.00018061,7.717e-05,8.483e-05,0.00110782,0.00027091,0.00036122,0.00027091,0.00036122,0.00018061,0.00027091,0.03568612,7.2e-07,0.00489376,0.00018061,0.00110944,0.00489623,0.00036122,0.00027091,0.00027091,-2e-08
0.0,0.45926752,0.00019068,0.00026695,0.00030508,0.03256015,0.4594742,0.00026695,0.00038135,0.00014758,0.00015662,0.00102017,3.814e-05,0.00045762,0.00045762,0.00019068,0.00026695,7.627e-05,0.03203633,6.3e-07,0.00484874,0.00041949,0.00102022,0.00485296,0.00053389,0.00015254,3.814e-05,5.1e-07
0.0,0.45816894,0.00029763,0.00044644,0.00014881,0.03363664,0.45793185,0.00037203,0.00029763,0.00020675,0.00021841,0.00108566,0.00014881,0.00052085,0.00022322,0.0,0.00037203,0.00029763,0.03331452,1.89e-06,0.00487412,0.00029763,0.00107959,0.00486788,0.00059525,0.00044644,0.0,5.3e-07
0.0,0.45886098,0.00026259,0.00036763,0.00015755,0.03285747,0.45872589,0.00031511,0.00015755,6.61e-05,0.00010513,0.00105265,0.00026259,0.00036763,0.00047266,0.00036763,0.00042015,0.00021007,0.03292087,6.5e-07,0.004873399999999999,0.00021007,0.00104641,0.00486855,0.00031511,0.00026259,0.00010504,2.9e-07
0.0,0.45733454,0.00037836,0.00030269,0.00015135,0.03442638,0.45747341,0.00037836,0.00030269,0.0001208,0.00013217,0.00110139,7.567e-05,0.00030269,0.00037836,0.00022702,0.00045404,0.00045404,0.03392531,6.9e-07,0.00488968,0.00022702,0.00109398,0.00488506,0.00030269,0.00022702,0.00015135,5.6e-07
0.0,0.45751161,0.0001653,0.00027551,0.0001653,0.03412583,0.45793189,0.00038571,0.0001653,7.631e-05,0.00011415,0.00108042,0.00022041,0.00055102,0.00066122,0.00033061,0.00027551,0.00027551,0.03361346,6.1e-07,0.00492103,0.0001653,0.00107742,0.00491876,0.00027551,0.00022041,0.0001102,-2e-08
0.0,0.46035114,0.00015217,0.00015217,0.00045651,0.03108098,0.46071995,0.00015217,0.00045651,0.0001069,0.00012988,0.00101177,0.00038042,0.00038042,0.00053259,0.00015217,0.00030434,0.00015217,0.03119145,1.1e-06,0.00487218,0.00038042,0.00101193,0.00488083,0.00038042,0.00022825,7.608e-05,7e-07
0.0,0.45943609,0.00032019,0.00027444,0.0002287,0.0326348,0.45916772,0.00032019,0.00032019,8.6e-05,0.00010926,0.00101822,0.00032019,0.00041167,0.00050315,0.00018296,0.00027444,9.148e-05,0.03217854,2.7e-07,0.00486633,0.00036593,0.00101703,0.00486594,0.00041167,9.148e-05,0.0,-3e-08
0.0,0.4595745,0.0004486000000000001,0.00034891,9.969e-05,0.03218503,0.45959698,0.00024922,0.00039876,0.00014589,0.00010687,0.00106796,0.00029907,0.00019938,4.984e-05,0.00014953,0.0004486000000000001,0.00034891,0.03190236,1.42e-06,0.00486215,0.00029907,0.00106194,0.00485803,0.00049845,0.00034891,0.00014953,1.32e-06
0.0,0.45863918,0.00019499,0.00025999,6.500000000000001e-05,0.03363218,0.45744277,0.00038998,0.00012999,0.00011131,3.75e-05,0.00107269,0.00019499,0.00058497,0.00032499,0.00019499,0.00032499,6.500000000000001e-05,0.03343051,1.14e-06,0.00494145,0.00019499,0.00106791,0.00494318,0.00032499,0.00045498,0.00025999,3.8e-07
0.0,0.45749057,0.00026202,0.00019651,6.55e-05,0.0338941,0.45788604,0.00045853,0.00045853,0.00012059,0.00011401,0.00112472,6.55e-05,0.00039303,0.00039303,0.00032752,0.00032752,0.00026202,0.03375087,2.62e-06,0.00492324,6.55e-05,0.00111972,0.00492095,0.00045853,0.00032752,0.00032752,1.74e-06
0.0,0.45514216,0.00016118,8.059e-05,0.0,0.03626763,0.45563354,0.0008462,0.00028207,0.00011468,9.256e-05,0.0011092,0.00024177,0.00036266,0.00080591,0.00052384,0.00060443,4.03e-05,0.03621043,6.3e-07,0.00486166,0.0,0.00110683,0.00486605,0.00020148,0.00020148,0.00020148,9.7e-07
0.0,0.45917242,0.000348,0.00054685,0.00019886,0.03245306,0.45927481,0.00014914,0.00014914,6.564e-05,9.88e-05,0.00102176,0.00044742,0.00049714,0.000348,0.00024857,4.971e-05,0.00019886,0.03250299,2e-08,0.00488916,0.00039771,0.00101406,0.00488406,0.00054685,0.0,0.0,-1.6e-07
0.0,0.45777003,0.00027864,0.00027864,6.966e-05,0.0336957,0.458214,0.0003483,0.00020898,5.206e-05,0.0001345,0.00108951,0.00041795,0.00048761,0.00048761,0.00027864,0.00041795,0.00013932,0.03340028,1.4e-06,0.00494516,0.00013932,0.00108564,0.00494371,0.00020898,0.0003483,0.00027864,8.6e-07
0.0,0.46069525,0.00026326,0.00026326,0.00031591,0.03085996,0.46077767,0.0001053,0.00021061,4.579e-05,9.213e-05,0.00102982,0.00042122,0.00031591,0.00036856,0.00015796,0.00031591,0.00047387,0.03108436,-4e-08,0.00488176,0.00036856,0.00102196,0.00487759,0.00026326,0.00026326,5.265e-05,3.8e-07
0.0,0.45890694,0.00038759,0.00058139,0.0001938,0.03290604,0.45875187,0.00038759,0.00051679,0.00014033,0.0001242,0.0010788,0.00032299,0.0001938,6.459999999999997e-05,0.00012919999999999994,0.0001938,0.00025839,0.03257366,2.42e-06,0.00489789,0.00012919999999999994,0.00107347,0.00489274,0.00064599,0.00032299,0.00012919999999999994,5.4e-07
0.0,0.45809795,0.00048955,0.00027974,0.00020981,0.03322796,0.45828879,0.00034968,0.00048955,0.00017482,0.00017007,0.00109889,0.00013987,0.00013987,0.00020981,0.00020981,0.00041962,0.00034968,0.03347076,6.4e-07,0.00487482,0.00027974,0.00109875,0.00487912,0.00041962,0.00027974,0.00020981,1.65e-06
0.0,0.45977522,8.832e-05,0.00026496,0.0,0.0316019,0.46060297,0.00052992,0.00026496,0.00012629999999999998,9.617e-05,0.00102128,0.0004416000000000001,0.00017664,0.00026496,0.00035328,0.00070656,0.00017664,0.03164621,1.2e-07,0.00475764,0.00017664,0.00102105,0.00475762,0.00052992,0.0004416000000000001,0.0,8.9e-07
0.0,0.45877859,0.00032414,0.00037816,0.00016207,0.03296959,0.45903908,0.00021609,5.402e-05,6.440000000000001e-05,0.00011644,0.00106754,0.00027012,0.00037816,0.00032414,0.00021609,0.00037816,0.00059426,0.03257895,6.2e-07,0.00486127,0.00032414,0.00106499,0.00486704,0.00032414,0.00027012,0.0,-4.9e-07
0.0,0.46040203,0.00013479,0.00033698,0.00020219,0.03248674,0.45899657,0.00026959,0.00020219,0.00012339,0.00012415,0.00103193,0.0,0.00026959,0.00053917,0.00060657,0.00053917,0.00026959,0.03161109,1e-06,0.00480328,0.00020219,0.00103205,0.00480374,0.00040438,0.00020219,6.74e-05,1.06e-06
0.0,0.46019213,0.00023743,7.914e-05,0.00023743,0.03237614,0.45983593,0.00023743,0.00039571,0.00017623,0.00019448,0.00102625,0.00031657,0.00039571,0.00023743,0.00015828,0.00047485,0.00023743,0.030986,3.03e-06,0.0047947,0.000554,0.00102698,0.00479519,0.000554,0.00023743,7.914e-05,2.68e-06
0.0,0.45708763,0.00021207,5.302e-05,5.302e-05,0.03431322,0.4571349,0.00053017,0.00015905,0.00012814,9.267e-05,0.00111329,0.00015905,0.00053017,0.00042414,0.00015905,0.00047716,0.00021207,0.03447042,2.54e-06,0.0049441,0.00021207,0.0011043,0.00494127,0.00015905,0.00047716,0.0003181,1.99e-06
0.0,0.45870081,0.00016314,0.00021751,0.00010876,0.03288184,0.45856378,0.00048941,0.00043503,0.00013738,0.00015776,0.0010597000000000002,0.00048941,0.00048941,0.00043503,0.00016314,0.00032627,0.00010876,0.03310805,1.24e-06,0.00485986,0.00021751,0.0010524,0.00485435,0.00059816,0.00027189,5.438e-05,6.6e-07
0.0,0.45953261,0.00019357,0.00025809,0.00019357,0.03247888,0.45929482,0.00025809,0.00045166,0.00014521,0.00013099,0.00105274,0.00025809,0.00045166,0.00045166,0.00025809,0.00025809,0.00012905,0.03190778,1.34e-06,0.00488402,0.00019357,0.00104629,0.00487862,0.00058071,0.00025809,0.00012905,1.04e-06
0.0,0.46308543,0.00012475,0.0002495,0.00043663,0.02881973,0.46318719,0.00012475,0.00049901,2.307e-05,5.728e-05,0.00096847,0.00062376,6.238e-05,0.00037426,0.00018713,0.00043663,0.00018713,0.02852371,-3.1e-07,0.00484621,0.00012475,0.00096479,0.00484619,0.00037426,0.00037426,0.0,3e-08
