length,accuracy,f1,precision,recall,roc
1,0.4050,0.3057,0.3119,0.4050,0.5153
101,0.6116,0.6084,0.6297,0.6116,0.7003
201,0.5785,0.5808,0.5979,0.5785,0.6763
301,0.5041,0.5064,0.5316,0.5041,0.6190
400,0.5041,0.4986,0.5143,0.5041,0.6190
