0.04705882	0.0	0.04705882	0.0	0.01176471	0.01176471	0.0	0.0	0.05882353	0.02352941	0.02352941	0.02352941	0.0	0.01176471	0.0	0.01176471	0.0	0.0	0.02352941	0.01176471	0.0	0.01176471	0.0	0.02352941	0.0	0.01176471	0.0	0.0	0.01176471	0.02352941	0.03529412	0.02352941	0.04705882	0.01176471	0.03529412	0.01176471	0.01176471	0.01176471	0.01176471	0.01176471	0.02352941	0.0	0.01176471	0.0	0.0	0.01176471	0.02352941	0.02352941	0.0	0.01176471	0.02352941	0.0	0.01176471	0.0	0.0	0.05882353	0.03529412	0.01176471	0.0	0.03529412	0.02352941	0.01176471	0.02352941	0.05882353
0.05579399	0.02575107	0.02145923	0.02575107	0.01716738	0.01287554	0.00429185	0.00858369	0.00858369	0.01287554	0.02575107	0.00858369	0.00429185	0.0	0.02575107	0.03433476	0.01716738	0.00858369	0.01287554	0.02145923	0.00858369	0.0	0.00429185	0.02145923	0.00429185	0.00858369	0.00858369	0.00858369	0.00858369	0.01287554	0.01287554	0.02145923	0.03433476	0.00429185	0.00858369	0.00858369	0.02145923	0.01287554	0.00429185	0.01287554	0.01287554	0.01287554	0.00429185	0.01716738	0.00858369	0.00858369	0.01287554	0.03004292	0.01716738	0.00429185	0.01287554	0.00858369	0.01287554	0.00858369	0.01716738	0.01287554	0.03004292	0.01716738	0.00858369	0.02575107	0.02145923	0.03004292	0.03004292	0.05579399
0.03488372	0.01162791	0.02325581	0.02325581	0.04651163	0.0	0.0	0.0	0.02325581	0.03488372	0.01162791	0.02325581	0.0	0.0	0.05813953	0.01162791	0.02325581	0.01162791	0.03488372	0.04651163	0.0	0.01162791	0.0	0.02325581	0.0	0.01162791	0.0	0.01162791	0.0	0.0	0.01162791	0.03488372	0.02325581	0.01162791	0.03488372	0.0	0.02325581	0.02325581	0.01162791	0.01162791	0.02325581	0.0	0.0	0.0	0.02325581	0.02325581	0.03488372	0.0	0.01162791	0.01162791	0.0	0.0	0.03488372	0.0	0.01162791	0.01162791	0.02325581	0.02325581	0.01162791	0.04651163	0.0	0.03488372	0.01162791	0.0
0.04761905	0.03571429	0.01190476	0.04761905	0.0	0.02380952	0.0	0.01190476	0.0	0.03571429	0.0	0.0	0.0	0.01190476	0.03571429	0.02380952	0.03571429	0.0	0.02380952	0.01190476	0.02380952	0.02380952	0.0	0.01190476	0.0	0.0	0.0	0.0	0.01190476	0.0	0.04761905	0.02380952	0.02380952	0.0	0.0	0.01190476	0.02380952	0.0	0.0	0.05952381	0.02380952	0.0	0.0	0.02380952	0.01190476	0.01190476	0.01190476	0.01190476	0.02380952	0.0	0.0	0.0	0.02380952	0.01190476	0.0	0.0	0.02380952	0.04761905	0.04761905	0.02380952	0.0	0.01190476	0.04761905	0.02380952
0.06024096	0.02409639	0.03614458	0.0	0.0	0.01204819	0.0	0.01204819	0.01204819	0.02409639	0.0	0.03614458	0.02409639	0.02409639	0.01204819	0.01204819	0.0	0.0	0.0	0.01204819	0.0	0.0	0.01204819	0.01204819	0.01204819	0.0	0.0	0.0	0.02409639	0.01204819	0.01204819	0.02409639	0.02409639	0.0	0.01204819	0.01204819	0.0	0.0	0.0	0.02409639	0.01204819	0.0	0.0	0.03614458	0.03614458	0.0	0.02409639	0.04819277	0.03614458	0.0	0.02409639	0.04819277	0.01204819	0.01204819	0.0	0.02409639	0.01204819	0.0	0.03614458	0.03614458	0.02409639	0.02409639	0.03614458	0.03614458
0.07594937	0.01265823	0.01265823	0.02531646	0.01265823	0.0	0.0	0.02531646	0.01265823	0.01265823	0.0	0.05063291	0.01265823	0.01265823	0.03797468	0.0	0.03797468	0.01265823	0.02531646	0.01265823	0.0	0.0	0.0	0.01265823	0.0	0.0	0.0	0.0	0.02531646	0.0	0.03797468	0.01265823	0.01265823	0.0	0.0	0.01265823	0.07594937	0.01265823	0.0	0.0	0.0	0.01265823	0.0	0.0	0.01265823	0.01265823	0.01265823	0.05063291	0.0	0.01265823	0.03797468	0.01265823	0.0	0.0	0.0	0.03797468	0.01265823	0.05063291	0.01265823	0.03797468	0.01265823	0.01265823	0.03797468	0.02531646
0.05952381	0.01190476	0.01190476	0.01190476	0.01190476	0.0	0.01190476	0.0	0.01190476	0.0	0.02380952	0.01190476	0.02380952	0.0	0.02380952	0.04761905	0.01190476	0.01190476	0.01190476	0.01190476	0.0	0.0	0.0	0.01190476	0.0	0.0	0.0	0.01190476	0.01190476	0.0	0.0	0.02380952	0.01190476	0.0	0.01190476	0.02380952	0.0	0.0	0.0	0.01190476	0.02380952	0.0	0.0	0.02380952	0.01190476	0.01190476	0.03571429	0.02380952	0.02380952	0.0	0.01190476	0.04761905	0.03571429	0.01190476	0.0	0.01190476	0.01190476	0.01190476	0.02380952	0.03571429	0.03571429	0.04761905	0.02380952	0.10714286
0.02469136	0.0	0.04938272	0.0	0.0	0.01234568	0.0	0.02469136	0.04938272	0.01234568	0.03703704	0.01234568	0.0	0.0	0.0	0.0	0.0	0.01234568	0.01234568	0.0	0.0	0.01234568	0.0	0.02469136	0.0	0.0	0.0	0.0	0.0	0.01234568	0.0617284	0.0617284	0.04938272	0.01234568	0.03703704	0.0	0.01234568	0.0	0.0	0.03703704	0.01234568	0.02469136	0.01234568	0.0	0.0	0.02469136	0.02469136	0.01234568	0.0	0.01234568	0.01234568	0.0	0.01234568	0.01234568	0.0	0.04938272	0.04938272	0.01234568	0.0	0.04938272	0.02469136	0.02469136	0.02469136	0.03703704
0.01234568	0.01234568	0.02469136	0.0	0.02469136	0.0	0.0	0.03703704	0.0	0.01234568	0.03703704	0.03703704	0.01234568	0.01234568	0.02469136	0.0	0.0	0.01234568	0.03703704	0.0	0.01234568	0.01234568	0.0	0.01234568	0.0	0.0	0.0	0.0	0.02469136	0.02469136	0.07407407	0.0	0.01234568	0.0	0.0	0.03703704	0.0	0.02469136	0.0	0.04938272	0.01234568	0.02469136	0.0	0.02469136	0.03703704	0.01234568	0.02469136	0.01234568	0.02469136	0.03703704	0.01234568	0.01234568	0.02469136	0.0	0.0	0.02469136	0.03703704	0.03703704	0.02469136	0.02469136	0.01234568	0.0	0.0	0.0
0.0	0.0106383	0.0106383	0.0106383	0.04255319	0.0212766	0.0	0.0212766	0.03191489	0.0	0.0106383	0.03191489	0.0	0.0	0.0212766	0.0106383	0.0106383	0.0106383	0.05319149	0.0212766	0.0106383	0.0212766	0.0106383	0.0212766	0.0	0.0106383	0.0	0.0106383	0.0106383	0.0106383	0.05319149	0.0	0.0106383	0.04255319	0.0	0.0	0.0212766	0.0106383	0.0	0.0212766	0.0212766	0.0106383	0.0212766	0.0106383	0.0212766	0.0212766	0.0106383	0.04255319	0.0	0.0212766	0.0212766	0.0	0.0212766	0.0106383	0.0106383	0.0106383	0.0	0.03191489	0.03191489	0.04255319	0.0106383	0.0212766	0.0212766	0.0
