[2020-03-31 10:40:14,455]: ---mrmd 2.0 start----
[2020-03-31 10:40:35,967]: ANOVA start...
[2020-03-31 10:40:35,995]: ANOVA end.
[2020-03-31 10:40:35,995]: mic start...
[2020-03-31 10:40:36,312]: mic end.
[2020-03-31 10:40:36,312]: mrmd start...
[2020-03-31 10:40:37,714]: mrmd end.
[2020-03-31 10:40:37,715]: mRMR start...
[2020-03-31 10:41:18,466]: mRMR end.
[2020-03-31 10:41:18,467]: lasso start...
[2020-03-31 10:41:18,547]: lasso end.
[2020-03-31 10:41:18,548]: chi2 start...
[2020-03-31 10:41:18,670]: chi2 end.
[2020-03-31 10:41:18,671]: ref start...
[2020-03-31 10:41:19,763]: ref end.
[2020-03-31 10:41:19,771]: rank start ...
[2020-03-31 10:41:19,840]: The final  rank is
[2020-03-31 10:41:19,841]: IV : 0.0030
[2020-03-31 10:41:19,841]: ID : 0.0030
[2020-03-31 10:41:19,841]: AV : 0.0030
[2020-03-31 10:41:19,841]: LN : 0.0030
[2020-03-31 10:41:19,841]: KE : 0.0030
[2020-03-31 10:41:19,841]: NT : 0.0030
[2020-03-31 10:41:19,841]: GT : 0.0030
[2020-03-31 10:41:19,841]: PE : 0.0029
[2020-03-31 10:41:19,841]: SS : 0.0029
[2020-03-31 10:41:19,841]: ST : 0.0029
[2020-03-31 10:41:19,841]: SL : 0.0029
[2020-03-31 10:41:19,841]: LV : 0.0029
[2020-03-31 10:41:19,841]: EF : 0.0029
[2020-03-31 10:41:19,841]: KK : 0.0029
[2020-03-31 10:41:19,841]: DA : 0.0029
[2020-03-31 10:41:19,842]: NA : 0.0029
[2020-03-31 10:41:19,842]: NG : 0.0029
[2020-03-31 10:41:19,842]: YG : 0.0029
[2020-03-31 10:41:19,842]: AL : 0.0029
[2020-03-31 10:41:19,842]: TY : 0.0029
[2020-03-31 10:41:19,842]: AK : 0.0029
[2020-03-31 10:41:19,842]: NQ : 0.0029
[2020-03-31 10:41:19,842]: YL : 0.0029
[2020-03-31 10:41:19,842]: AR : 0.0028
[2020-03-31 10:41:19,842]: IA : 0.0028
[2020-03-31 10:41:19,842]: KG : 0.0028
[2020-03-31 10:41:19,842]: GI : 0.0028
[2020-03-31 10:41:19,842]: DL : 0.0028
[2020-03-31 10:41:19,842]: MA : 0.0028
