[2020-04-03 12:53:07,879]: ---mrmd 2.0 start----
[2020-04-03 12:53:23,618]: ANOVA start...
[2020-04-03 12:53:23,649]: ANOVA end.
[2020-04-03 12:53:23,649]: mic start...
[2020-04-03 12:53:24,076]: mic end.
[2020-04-03 12:53:24,076]: mrmd start...
[2020-04-03 12:53:25,974]: mrmd end.
[2020-04-03 12:53:25,974]: mRMR start...
[2020-04-03 12:54:39,086]: mRMR end.
[2020-04-03 12:54:39,087]: lasso start...
[2020-04-03 12:54:39,279]: lasso end.
[2020-04-03 12:54:39,279]: chi2 start...
[2020-04-03 12:54:39,405]: chi2 end.
[2020-04-03 12:54:39,405]: ref start...
[2020-04-03 12:54:45,711]: ref end.
[2020-04-03 12:54:45,759]: rank start ...
[2020-04-03 12:54:45,796]: The final  rank is
[2020-04-03 12:54:45,796]: SW.2.postivecharger : 0.0025
[2020-04-03 12:54:45,796]: SW.24.uncharger : 0.0025
[2020-04-03 12:54:45,796]: SW.65.uncharger : 0.0024
[2020-04-03 12:54:45,796]: SW.60.uncharger : 0.0024
[2020-04-03 12:54:45,796]: SW.18.alphaticr : 0.0024
[2020-04-03 12:54:45,796]: SW.90.negativecharger : 0.0024
[2020-04-03 12:54:45,796]: SW.8.uncharger : 0.0024
[2020-04-03 12:54:45,797]: SW.91.uncharger : 0.0024
[2020-04-03 12:54:45,797]: SW.5.postivecharger : 0.0024
[2020-04-03 12:54:45,797]: SW.54.alphaticr : 0.0024
[2020-04-03 12:54:45,797]: SW.18.uncharger : 0.0024
[2020-04-03 12:54:45,797]: SW.79.postivecharger : 0.0024
[2020-04-03 12:54:45,797]: SW.60.alphaticr : 0.0024
[2020-04-03 12:54:45,797]: SW.69.uncharger : 0.0024
[2020-04-03 12:54:45,797]: SW.50.negativecharger : 0.0024
[2020-04-03 12:54:45,797]: SW.24.aromatic : 0.0023
[2020-04-03 12:54:45,797]: SW.3.postivecharger : 0.0023
[2020-04-03 12:54:45,797]: SW.50.alphaticr : 0.0023
[2020-04-03 12:54:45,797]: SW.4.uncharger : 0.0023
[2020-04-03 12:54:45,797]: SW.94.alphaticr : 0.0023
[2020-04-03 12:54:45,797]: SW.74.postivecharger : 0.0023
[2020-04-03 12:54:45,797]: SW.68.alphaticr : 0.0023
[2020-04-03 12:54:45,797]: SW.38.negativecharger : 0.0023
[2020-04-03 12:54:45,797]: SW.36.postivecharger : 0.0023
[2020-04-03 12:54:45,797]: SW.67.negativecharger : 0.0023
[2020-04-03 12:54:45,798]: SW.3.uncharger : 0.0023
[2020-04-03 12:54:45,798]: SW.49.alphaticr : 0.0023
[2020-04-03 12:54:45,798]: SW.30.negativecharger : 0.0023
[2020-04-03 12:54:45,798]: SW.75.postivecharger : 0.0023
[2020-04-03 12:54:45,798]: SW.78.alphaticr : 0.0023
[2020-04-03 12:54:45,798]: SW.68.aromatic : 0.0023
[2020-04-03 12:54:45,798]: SW.35.alphaticr : 0.0023
[2020-04-03 12:54:45,798]: SW.49.negativecharger : 0.0023
[2020-04-03 12:54:45,798]: SW.9.alphaticr : 0.0023
[2020-04-03 12:54:45,798]: SW.2.alphaticr : 0.0023
[2020-04-03 12:54:45,798]: SW.59.negativecharger : 0.0023
[2020-04-03 12:54:45,798]: SW.63.negativecharger : 0.0023
[2020-04-03 12:54:45,798]: SW.16.alphaticr : 0.0023
[2020-04-03 12:54:45,798]: SW.39.uncharger : 0.0023
[2020-04-03 12:54:45,798]: SW.25.postivecharger : 0.0023
[2020-04-03 12:54:45,798]: SW.18.negativecharger : 0.0023
[2020-04-03 12:54:45,798]: SW.9.postivecharger : 0.0023
[2020-04-03 12:54:45,798]: SW.11.postivecharger : 0.0023
