[2020-03-31 17:42:31,216]: ---mrmd 2.0 start----
[2020-03-31 17:43:29,073]: ANOVA start...
[2020-03-31 17:43:31,745]: ANOVA end.
[2020-03-31 17:43:31,745]: mic start...
[2020-03-31 17:43:53,975]: mic end.
[2020-03-31 17:43:53,978]: mrmd start...
[2020-03-31 17:44:24,820]: mrmd end.
[2020-03-31 17:44:24,824]: mRMR start...
[2020-03-31 17:48:26,491]: mRMR end.
[2020-03-31 17:48:26,491]: lasso start...
[2020-03-31 17:48:28,910]: lasso end.
[2020-03-31 17:48:28,910]: chi2 start...
[2020-03-31 17:48:31,320]: chi2 end.
[2020-03-31 17:48:31,320]: ref start...
[2020-03-31 17:49:24,603]: ref end.
[2020-03-31 17:49:24,650]: rank start ...
[2020-03-31 17:49:24,889]: The final  rank is
[2020-03-31 17:49:24,890]: fea939 : 0.0013
[2020-03-31 17:49:24,891]: fea578 : 0.0013
[2020-03-31 17:49:24,891]: fea576 : 0.0013
[2020-03-31 17:49:24,891]: fea687 : 0.0013
[2020-03-31 17:49:24,891]: fea952 : 0.0013
[2020-03-31 17:49:24,891]: fea583 : 0.0013
[2020-03-31 17:49:24,891]: fea644 : 0.0013
[2020-03-31 17:49:24,891]: fea929 : 0.0012
[2020-03-31 17:49:24,892]: fea763 : 0.0012
[2020-03-31 17:49:24,892]: fea698 : 0.0012
[2020-03-31 17:49:24,892]: fea707 : 0.0012
[2020-03-31 17:49:24,892]: fea744 : 0.0012
[2020-03-31 17:49:24,892]: fea592 : 0.0012
[2020-03-31 17:49:24,892]: fea910 : 0.0012
[2020-03-31 17:49:24,892]: fea520 : 0.0012
[2020-03-31 17:49:24,892]: fea936 : 0.0012
[2020-03-31 17:49:24,893]: fea648 : 0.0012
[2020-03-31 17:49:24,893]: fea931 : 0.0012
[2020-03-31 17:49:24,893]: fea716 : 0.0012
[2020-03-31 17:49:24,893]: fea930 : 0.0012
[2020-03-31 17:49:24,893]: fea569 : 0.0012
[2020-03-31 17:49:24,893]: fea653 : 0.0012
[2020-03-31 17:49:24,893]: fea596 : 0.0012
[2020-03-31 17:49:24,893]: fea913 : 0.0012
[2020-03-31 17:49:24,893]: fea932 : 0.0012
[2020-03-31 17:49:24,894]: fea951 : 0.0012
[2020-03-31 17:49:24,894]: fea640 : 0.0012
[2020-03-31 17:49:24,894]: fea943 : 0.0012
[2020-03-31 17:49:24,894]: fea552 : 0.0012
[2020-03-31 17:49:24,894]: fea715 : 0.0012
[2020-03-31 17:49:24,894]: fea738 : 0.0012
[2020-03-31 17:49:24,894]: fea690 : 0.0012
[2020-03-31 17:49:24,894]: fea907 : 0.0012
[2020-03-31 17:49:24,895]: fea682 : 0.0012
[2020-03-31 17:49:24,895]: fea584 : 0.0011
[2020-03-31 17:49:24,895]: fea953 : 0.0011
[2020-03-31 17:49:24,895]: fea960 : 0.0011
[2020-03-31 17:49:24,895]: fea672 : 0.0011
[2020-03-31 17:49:24,895]: fea641 : 0.0011
[2020-03-31 17:49:24,895]: fea664 : 0.0011
[2020-03-31 17:49:24,895]: fea488 : 0.0011
[2020-03-31 17:49:24,896]: fea515 : 0.0011
[2020-03-31 17:49:24,896]: fea739 : 0.0011
[2020-03-31 17:49:24,896]: fea665 : 0.0011
[2020-03-31 17:49:24,896]: fea729 : 0.0011
[2020-03-31 17:49:24,896]: fea720 : 0.0011
[2020-03-31 17:49:24,896]: fea691 : 0.0011
[2020-03-31 17:49:24,896]: fea909 : 0.0011
[2020-03-31 17:49:24,896]: fea605 : 0.0011
[2020-03-31 17:49:24,897]: fea827 : 0.0011
[2020-03-31 17:49:24,897]: fea635 : 0.0011
[2020-03-31 17:49:24,897]: fea628 : 0.0011
[2020-03-31 17:49:24,897]: fea638 : 0.0011
[2020-03-31 17:49:24,897]: fea684 : 0.0011
[2020-03-31 17:49:24,897]: fea819 : 0.0011
[2020-03-31 17:49:24,897]: fea757 : 0.0011
[2020-03-31 17:49:24,897]: fea622 : 0.0011
[2020-03-31 17:49:24,898]: fea604 : 0.0011
[2020-03-31 17:49:24,898]: fea267 : 0.0011
[2020-03-31 17:49:24,898]: fea538 : 0.0011
[2020-03-31 17:49:24,898]: fea540 : 0.0011
[2020-03-31 17:49:24,898]: fea634 : 0.0011
[2020-03-31 17:49:24,898]: fea539 : 0.0011
[2020-03-31 17:49:24,898]: fea577 : 0.0011
[2020-03-31 17:49:24,898]: fea551 : 0.0011
[2020-03-31 17:49:24,898]: fea636 : 0.0011
[2020-03-31 17:49:24,899]: fea752 : 0.0011
[2020-03-31 17:49:24,899]: fea527 : 0.0011
