[2020-03-31 11:46:59,933]: ---mrmd 2.0 start----
[2020-03-31 11:47:48,266]: ANOVA start...
[2020-03-31 11:47:49,490]: ANOVA end.
[2020-03-31 11:47:49,490]: mic start...
[2020-03-31 11:48:02,727]: mic end.
[2020-03-31 11:48:02,730]: mrmd start...
[2020-03-31 11:48:39,675]: mrmd end.
[2020-03-31 11:48:39,680]: mRMR start...
[2020-03-31 11:52:07,423]: mRMR end.
[2020-03-31 11:52:07,423]: lasso start...
[2020-03-31 11:52:08,707]: lasso end.
[2020-03-31 11:52:08,707]: chi2 start...
[2020-03-31 11:52:09,988]: chi2 end.
[2020-03-31 11:52:09,989]: ref start...
[2020-03-31 11:52:45,945]: ref end.
[2020-03-31 11:52:45,969]: rank start ...
[2020-03-31 11:52:46,090]: The final  rank is
[2020-03-31 11:52:46,091]: fea939 : 0.0013
[2020-03-31 11:52:46,091]: fea578 : 0.0013
[2020-03-31 11:52:46,091]: fea576 : 0.0013
[2020-03-31 11:52:46,091]: fea687 : 0.0013
[2020-03-31 11:52:46,091]: fea952 : 0.0013
[2020-03-31 11:52:46,091]: fea583 : 0.0013
[2020-03-31 11:52:46,091]: fea644 : 0.0013
[2020-03-31 11:52:46,091]: fea929 : 0.0012
[2020-03-31 11:52:46,091]: fea763 : 0.0012
[2020-03-31 11:52:46,091]: fea698 : 0.0012
[2020-03-31 11:52:46,091]: fea707 : 0.0012
[2020-03-31 11:52:46,091]: fea744 : 0.0012
[2020-03-31 11:52:46,091]: fea592 : 0.0012
[2020-03-31 11:52:46,091]: fea910 : 0.0012
[2020-03-31 11:52:46,092]: fea520 : 0.0012
[2020-03-31 11:52:46,092]: fea936 : 0.0012
[2020-03-31 11:52:46,092]: fea648 : 0.0012
[2020-03-31 11:52:46,092]: fea931 : 0.0012
[2020-03-31 11:52:46,092]: fea716 : 0.0012
[2020-03-31 11:52:46,092]: fea930 : 0.0012
[2020-03-31 11:52:46,092]: fea569 : 0.0012
[2020-03-31 11:52:46,092]: fea653 : 0.0012
[2020-03-31 11:52:46,092]: fea596 : 0.0012
[2020-03-31 11:52:46,092]: fea913 : 0.0012
[2020-03-31 11:52:46,092]: fea932 : 0.0012
[2020-03-31 11:52:46,092]: fea951 : 0.0012
[2020-03-31 11:52:46,092]: fea640 : 0.0012
[2020-03-31 11:52:46,092]: fea943 : 0.0012
[2020-03-31 11:52:46,092]: fea552 : 0.0012
[2020-03-31 11:52:46,093]: fea715 : 0.0012
[2020-03-31 11:52:46,093]: fea738 : 0.0012
[2020-03-31 11:52:46,093]: fea690 : 0.0012
[2020-03-31 11:52:46,093]: fea907 : 0.0012
[2020-03-31 11:52:46,093]: fea682 : 0.0012
[2020-03-31 11:52:46,093]: fea584 : 0.0011
[2020-03-31 11:52:46,093]: fea953 : 0.0011
[2020-03-31 11:52:46,093]: fea960 : 0.0011
[2020-03-31 11:52:46,093]: fea672 : 0.0011
[2020-03-31 11:52:46,093]: fea641 : 0.0011
