[2020-03-31 10:12:39,910]: ---mrmd 2.0 start----
[2020-03-31 10:13:00,963]: ANOVA start...
[2020-03-31 10:13:01,038]: ANOVA end.
[2020-03-31 10:13:01,039]: mic start...
[2020-03-31 10:13:01,654]: mic end.
[2020-03-31 10:13:01,655]: mrmd start...
[2020-03-31 10:13:03,806]: mrmd end.
[2020-03-31 10:13:03,806]: mRMR start...
[2020-03-31 10:14:17,084]: mRMR end.
[2020-03-31 10:14:17,084]: lasso start...
[2020-03-31 10:14:17,218]: lasso end.
[2020-03-31 10:14:17,218]: chi2 start...
[2020-03-31 10:14:17,406]: chi2 end.
[2020-03-31 10:14:17,406]: ref start...
[2020-03-31 10:14:19,503]: ref end.
[2020-03-31 10:14:19,523]: rank start ...
[2020-03-31 10:14:19,657]: The final  rank is
[2020-03-31 10:14:19,658]: IV : 0.0030
[2020-03-31 10:14:19,658]: ID : 0.0030
[2020-03-31 10:14:19,658]: AV : 0.0030
[2020-03-31 10:14:19,658]: LN : 0.0030
[2020-03-31 10:14:19,659]: KE : 0.0030
[2020-03-31 10:14:19,659]: NT : 0.0030
[2020-03-31 10:14:19,659]: GT : 0.0030
[2020-03-31 10:14:19,659]: PE : 0.0029
[2020-03-31 10:14:19,659]: SS : 0.0029
[2020-03-31 10:14:19,659]: ST : 0.0029
[2020-03-31 10:14:19,659]: SL : 0.0029
[2020-03-31 10:14:19,659]: LV : 0.0029
[2020-03-31 10:14:19,660]: EF : 0.0029
[2020-03-31 10:14:19,660]: KK : 0.0029
[2020-03-31 10:14:19,660]: DA : 0.0029
[2020-03-31 10:14:19,660]: NA : 0.0029
[2020-03-31 10:14:19,660]: NG : 0.0029
[2020-03-31 10:14:19,660]: YG : 0.0029
[2020-03-31 10:14:19,660]: AL : 0.0029
[2020-03-31 10:14:19,660]: TY : 0.0029
[2020-03-31 10:14:19,661]: AK : 0.0029
[2020-03-31 10:14:19,661]: NQ : 0.0029
[2020-03-31 10:14:19,661]: YL : 0.0029
[2020-03-31 10:14:19,661]: AR : 0.0028
[2020-03-31 10:14:19,661]: IA : 0.0028
[2020-03-31 10:14:19,661]: KG : 0.0028
[2020-03-31 10:14:19,661]: GI : 0.0028
[2020-03-31 10:14:19,661]: DL : 0.0028
[2020-03-31 10:14:19,661]: MA : 0.0028
[2020-03-31 10:14:19,662]: RL : 0.0028
[2020-03-31 10:14:19,662]: TF : 0.0028
[2020-03-31 10:14:19,662]: GM : 0.0028
[2020-03-31 10:14:19,662]: LT : 0.0028
[2020-03-31 10:14:19,662]: VQ : 0.0028
[2020-03-31 10:14:19,662]: YD : 0.0028
[2020-03-31 10:14:19,662]: IT : 0.0028
[2020-03-31 10:14:19,662]: YR : 0.0028
[2020-03-31 10:14:19,663]: NS : 0.0028
[2020-03-31 10:14:19,663]: KA : 0.0028
[2020-03-31 10:14:19,663]: DQ : 0.0028
