[2020-03-31 10:03:03,795]: ---mrmd 2.0 start----
[2020-03-31 10:03:23,545]: ANOVA start...
[2020-03-31 10:03:23,567]: ANOVA end.
[2020-03-31 10:03:23,567]: mic start...
[2020-03-31 10:03:24,107]: mic end.
[2020-03-31 10:03:24,108]: mrmd start...
[2020-03-31 10:03:27,984]: mrmd end.
[2020-03-31 10:03:27,985]: mRMR start...
[2020-03-31 10:04:01,457]: mRMR end.
[2020-03-31 10:04:01,457]: lasso start...
[2020-03-31 10:04:01,585]: lasso end.
[2020-03-31 10:04:01,585]: chi2 start...
[2020-03-31 10:04:01,744]: chi2 end.
[2020-03-31 10:04:01,744]: ref start...
[2020-03-31 10:04:02,641]: ref end.
[2020-03-31 10:04:02,660]: rank start ...
[2020-03-31 10:04:02,813]: The final  rank is
[2020-03-31 10:04:02,814]: PE : 0.0032
[2020-03-31 10:04:02,814]: LF : 0.0032
[2020-03-31 10:04:02,814]: RL : 0.0032
[2020-03-31 10:04:02,814]: YS : 0.0032
[2020-03-31 10:04:02,815]: PP : 0.0032
[2020-03-31 10:04:02,815]: KE : 0.0032
[2020-03-31 10:04:02,815]: VE : 0.0031
[2020-03-31 10:04:02,815]: LA : 0.0031
[2020-03-31 10:04:02,815]: MP : 0.0031
[2020-03-31 10:04:02,815]: SF : 0.0031
[2020-03-31 10:04:02,815]: TS : 0.0030
[2020-03-31 10:04:02,815]: PS : 0.0030
[2020-03-31 10:04:02,816]: KF : 0.0030
[2020-03-31 10:04:02,816]: GN : 0.0030
[2020-03-31 10:04:02,816]: VS : 0.0030
[2020-03-31 10:04:02,816]: LE : 0.0030
[2020-03-31 10:04:02,816]: QI : 0.0030
[2020-03-31 10:04:02,816]: NG : 0.0030
[2020-03-31 10:04:02,816]: ST : 0.0030
[2020-03-31 10:04:02,816]: LS : 0.0030
[2020-03-31 10:04:02,817]: IR : 0.0030
[2020-03-31 10:04:02,817]: AP : 0.0030
[2020-03-31 10:04:02,817]: AA : 0.0029
[2020-03-31 10:04:02,817]: VN : 0.0029
[2020-03-31 10:04:02,817]: NQ : 0.0029
[2020-03-31 10:04:02,817]: NS : 0.0029
[2020-03-31 10:04:02,817]: YV : 0.0029
[2020-03-31 10:04:02,817]: GV : 0.0029
[2020-03-31 10:04:02,818]: WR : 0.0029
[2020-03-31 10:04:02,818]: MK : 0.0029
[2020-03-31 10:04:02,818]: VK : 0.0029
[2020-03-31 10:04:02,818]: NC : 0.0029
[2020-03-31 10:04:02,818]: GG : 0.0029
[2020-03-31 10:04:02,818]: RV : 0.0029
[2020-03-31 10:04:02,818]: NK : 0.0029
[2020-03-31 10:04:02,818]: FG : 0.0029
[2020-03-31 10:04:02,818]: GT : 0.0029
[2020-03-31 10:04:02,819]: SN : 0.0028
[2020-03-31 10:04:02,819]: AG : 0.0028
[2020-03-31 10:04:02,819]: AN : 0.0028
[2020-03-31 10:04:02,819]: SQ : 0.0028
[2020-03-31 10:04:02,819]: MQ : 0.0028
[2020-03-31 10:04:02,819]: EQ : 0.0028
[2020-03-31 10:04:02,819]: MH : 0.0028
[2020-03-31 10:04:02,819]: MM : 0.0028
[2020-03-31 10:04:02,820]: YL : 0.0028
[2020-03-31 10:04:02,820]: YR : 0.0028
[2020-03-31 10:04:02,820]: IF : 0.0028
[2020-03-31 10:04:02,820]: ER : 0.0028
[2020-03-31 10:04:02,820]: LK : 0.0028
[2020-03-31 10:04:02,820]: VA : 0.0028
[2020-03-31 10:04:02,820]: PA : 0.0028
[2020-03-31 10:04:02,820]: IC : 0.0028
[2020-03-31 10:04:02,821]: FQ : 0.0028
[2020-03-31 10:04:02,821]: TP : 0.0028
[2020-03-31 10:04:02,821]: VI : 0.0028
[2020-03-31 10:04:02,821]: LR : 0.0028
[2020-03-31 10:04:02,821]: IQ : 0.0028
[2020-03-31 10:04:02,821]: VL : 0.0028
[2020-03-31 10:04:02,821]: LP : 0.0028
[2020-03-31 10:04:02,821]: KW : 0.0028
[2020-03-31 10:04:02,821]: MS : 0.0028
[2020-03-31 10:04:02,822]: AR : 0.0027
[2020-03-31 10:04:02,822]: PG : 0.0027
[2020-03-31 10:04:02,822]: DT : 0.0027
[2020-03-31 10:04:02,822]: TW : 0.0027
[2020-03-31 10:04:02,822]: TF : 0.0027
[2020-03-31 10:04:02,822]: IY : 0.0027
[2020-03-31 10:04:02,822]: QQ : 0.0027
[2020-03-31 10:04:02,822]: RY : 0.0027
