[2020-03-31 10:32:37,639]: ---mrmd 2.0 start----
[2020-03-31 10:32:58,103]: ANOVA start...
[2020-03-31 10:32:58,131]: ANOVA end.
[2020-03-31 10:32:58,131]: mic start...
[2020-03-31 10:32:58,553]: mic end.
[2020-03-31 10:32:58,553]: mrmd start...
[2020-03-31 10:32:59,979]: mrmd end.
[2020-03-31 10:32:59,979]: mRMR start...
[2020-03-31 10:33:41,601]: mRMR end.
[2020-03-31 10:33:41,602]: lasso start...
[2020-03-31 10:33:41,683]: lasso end.
[2020-03-31 10:33:41,684]: chi2 start...
[2020-03-31 10:33:41,808]: chi2 end.
[2020-03-31 10:33:41,808]: ref start...
[2020-03-31 10:33:42,904]: ref end.
[2020-03-31 10:33:42,912]: rank start ...
[2020-03-31 10:33:42,980]: The final  rank is
[2020-03-31 10:33:42,980]: IV : 0.0030
[2020-03-31 10:33:42,981]: ID : 0.0030
[2020-03-31 10:33:42,981]: AV : 0.0030
[2020-03-31 10:33:42,981]: LN : 0.0030
[2020-03-31 10:33:42,981]: KE : 0.0030
[2020-03-31 10:33:42,981]: NT : 0.0030
[2020-03-31 10:33:42,981]: GT : 0.0030
[2020-03-31 10:33:42,981]: PE : 0.0029
[2020-03-31 10:33:42,981]: SS : 0.0029
[2020-03-31 10:33:42,981]: ST : 0.0029
[2020-03-31 10:33:42,981]: SL : 0.0029
[2020-03-31 10:33:42,981]: LV : 0.0029
[2020-03-31 10:33:42,981]: EF : 0.0029
[2020-03-31 10:33:42,981]: KK : 0.0029
[2020-03-31 10:33:42,981]: DA : 0.0029
[2020-03-31 10:33:42,981]: NA : 0.0029
[2020-03-31 10:33:42,981]: NG : 0.0029
[2020-03-31 10:33:42,981]: YG : 0.0029
[2020-03-31 10:33:42,981]: AL : 0.0029
[2020-03-31 10:33:42,982]: TY : 0.0029
[2020-03-31 10:33:42,982]: AK : 0.0029
[2020-03-31 10:33:42,982]: NQ : 0.0029
[2020-03-31 10:33:42,982]: YL : 0.0029
[2020-03-31 10:33:42,982]: AR : 0.0028
[2020-03-31 10:33:42,982]: IA : 0.0028
[2020-03-31 10:33:42,982]: KG : 0.0028
[2020-03-31 10:33:42,982]: GI : 0.0028
[2020-03-31 10:33:42,982]: DL : 0.0028
[2020-03-31 10:33:42,982]: MA : 0.0028
[2020-03-31 10:33:42,982]: RL : 0.0028
[2020-03-31 10:33:42,982]: TF : 0.0028
[2020-03-31 10:33:42,982]: GM : 0.0028
[2020-03-31 10:33:42,982]: LT : 0.0028
[2020-03-31 10:33:42,982]: VQ : 0.0028
[2020-03-31 10:33:42,982]: YD : 0.0028
[2020-03-31 10:33:42,982]: IT : 0.0028
[2020-03-31 10:33:42,982]: YR : 0.0028
[2020-03-31 10:33:42,983]: NS : 0.0028
[2020-03-31 10:33:42,983]: KA : 0.0028
[2020-03-31 10:33:42,983]: DQ : 0.0028
[2020-03-31 10:33:42,983]: KT : 0.0028
[2020-03-31 10:33:42,983]: QS : 0.0028
[2020-03-31 10:33:42,983]: KF : 0.0028
[2020-03-31 10:33:42,983]: GS : 0.0028
[2020-03-31 10:33:42,983]: PN : 0.0028
[2020-03-31 10:33:42,983]: GL : 0.0028
[2020-03-31 10:33:42,983]: SD : 0.0028
[2020-03-31 10:33:42,983]: MV : 0.0028
[2020-03-31 10:33:42,983]: QP : 0.0028
[2020-03-31 10:33:42,983]: AG : 0.0028
[2020-03-31 10:33:42,983]: NK : 0.0028
[2020-03-31 10:33:42,983]: YQ : 0.0028
[2020-03-31 10:33:42,983]: KQ : 0.0028
[2020-03-31 10:33:42,983]: SK : 0.0028
[2020-03-31 10:33:42,983]: PL : 0.0028
[2020-03-31 10:33:42,983]: QY : 0.0028
[2020-03-31 10:33:42,984]: ML : 0.0028
[2020-03-31 10:33:42,984]: SA : 0.0028
[2020-03-31 10:33:42,984]: PV : 0.0028
[2020-03-31 10:33:42,984]: PD : 0.0028
[2020-03-31 10:33:42,984]: DD : 0.0028
[2020-03-31 10:33:42,984]: YA : 0.0028
[2020-03-31 10:33:42,984]: QV : 0.0028
[2020-03-31 10:33:42,984]: MK : 0.0028
[2020-03-31 10:33:42,984]: GG : 0.0028
[2020-03-31 10:33:42,984]: AI : 0.0028
[2020-03-31 10:33:42,984]: LF : 0.0028
